date,amount,productCategory,region
2021-09-10,218410,Textiles,South - Bengaluru
2021-12-06,155711,Steel,West - Mumbai
2025-08-02,490609,Information Technology,West - Mumbai
2021-06-17,196795,Automobiles,North - Delhi
2023-08-03,352888,Textiles,West - Mumbai
2025-08-06,162023,Information Technology,South - Bengaluru
2025-07-28,459752,Steel,North - Delhi
2022-06-30,429650,Tea & Spices,North - Delhi
2022-03-09,353069,Automobiles,West - Mumbai
2025-05-02,474464,Tea & Spices,Central - Nagpur
2022-06-09,451370,Tea & Spices,South - Bengaluru
2023-02-15,89574,Tea & Spices,South - Bengaluru
2021-07-12,242274,Steel,Central - Nagpur
2023-06-08,310044,Automobiles,East - Kolkata
2021-10-10,308802,Steel,East - Kolkata
2024-08-31,114059,Textiles,South - Bengaluru
2025-09-22,144472,Textiles,South - Bengaluru
2021-07-28,499173,Textiles,East - Kolkata
2023-04-03,437878,Steel,West - Mumbai
2022-11-01,91191,Automobiles,South - Bengaluru
2022-09-03,65799,Automobiles,West - Mumbai
2021-08-16,158016,Information Technology,Central - Nagpur
2022-10-21,322886,Automobiles,Central - Nagpur
2024-04-30,201392,Textiles,Central - Nagpur
2023-03-04,394625,Steel,South - Bengaluru
2025-02-19,426995,Textiles,West - Mumbai
2021-12-29,409775,Automobiles,Central - Nagpur
2021-06-25,89627,Tea & Spices,Central - Nagpur
2022-12-28,440696,Information Technology,West - Mumbai
2024-06-29,290775,Steel,South - Bengaluru
2024-07-04,98918,Information Technology,East - Kolkata
2023-07-11,223042,Information Technology,Central - Nagpur
2023-11-10,351463,Tea & Spices,West - Mumbai
2024-05-04,309551,Automobiles,East - Kolkata
2021-12-21,490936,Information Technology,North - Delhi
2022-05-18,465916,Tea & Spices,West - Mumbai
2025-08-18,73914,Textiles,South - Bengaluru
2022-02-08,358338,Automobiles,West - Mumbai
2024-03-02,416356,Textiles,East - Kolkata
2023-11-21,338111,Automobiles,North - Delhi
2024-12-03,167565,Tea & Spices,East - Kolkata
2025-05-14,315289,Steel,East - Kolkata
2022-07-26,338872,Steel,Central - Nagpur
2022-12-13,368295,Textiles,North - Delhi
2021-09-02,321992,Information Technology,North - Delhi
2022-05-26,259266,Information Technology,South - Bengaluru
2021-07-25,314362,Textiles,South - Bengaluru
2026-01-04,111987,Information Technology,South - Bengaluru
2025-04-21,292184,Steel,West - Mumbai
2021-02-20,170357,Tea & Spices,East - Kolkata
2022-08-21,252299,Steel,East - Kolkata
2025-02-22,357070,Textiles,South - Bengaluru
2025-04-01,370160,Steel,Central - Nagpur
2025-10-02,80038,Steel,Central - Nagpur
2022-09-30,99374,Information Technology,Central - Nagpur
2022-12-25,142402,Information Technology,West - Mumbai
2021-08-25,370141,Automobiles,South - Bengaluru
2022-05-14,64180,Automobiles,North - Delhi
2025-03-01,55956,Automobiles,South - Bengaluru
2024-05-07,255147,Textiles,West - Mumbai
2021-10-03,287487,Steel,Central - Nagpur
2025-10-04,234714,Textiles,Central - Nagpur
2024-12-06,56001,Steel,West - Mumbai
2023-02-03,252177,Steel,North - Delhi
2025-04-14,112918,Textiles,South - Bengaluru
2022-10-07,55826,Tea & Spices,North - Delhi
2022-12-22,381419,Steel,North - Delhi
2025-09-28,460973,Steel,West - Mumbai
2025-09-21,477325,Tea & Spices,North - Delhi
2025-07-30,265408,Automobiles,Central - Nagpur
2021-12-13,140399,Tea & Spices,North - Delhi
2025-12-05,336817,Textiles,Central - Nagpur
2023-04-03,437005,Information Technology,Central - Nagpur
2023-07-11,489478,Automobiles,West - Mumbai
2025-05-26,262666,Information Technology,North - Delhi
2022-01-21,77464,Textiles,South - Bengaluru
2024-05-11,304271,Information Technology,Central - Nagpur
2021-03-01,108519,Information Technology,Central - Nagpur
2022-05-03,144205,Automobiles,South - Bengaluru
2021-08-08,147480,Automobiles,South - Bengaluru
2021-11-16,404229,Automobiles,Central - Nagpur
2023-08-22,248744,Textiles,Central - Nagpur
2023-05-30,319281,Textiles,West - Mumbai
2022-08-30,482113,Steel,North - Delhi
2023-07-20,403027,Tea & Spices,South - Bengaluru
2024-03-15,130767,Steel,East - Kolkata
2025-03-01,343642,Automobiles,East - Kolkata
2025-03-30,249066,Textiles,East - Kolkata
2022-08-28,394923,Textiles,North - Delhi
2022-09-24,370462,Steel,Central - Nagpur
2025-01-25,345210,Textiles,South - Bengaluru
2024-12-20,79692,Tea & Spices,North - Delhi
2025-07-08,131449,Tea & Spices,Central - Nagpur
2025-03-09,379966,Steel,West - Mumbai
2021-12-06,180907,Tea & Spices,East - Kolkata
2021-03-09,435542,Automobiles,South - Bengaluru
2023-10-19,179312,Steel,East - Kolkata
2026-01-07,274466,Information Technology,West - Mumbai
2025-04-01,59270,Tea & Spices,East - Kolkata
2023-10-05,380546,Information Technology,East - Kolkata
2022-04-27,454483,Steel,East - Kolkata
2022-10-01,280744,Tea & Spices,South - Bengaluru
2025-04-22,274665,Textiles,East - Kolkata
2024-01-25,494972,Automobiles,Central - Nagpur
2022-03-27,156912,Tea & Spices,Central - Nagpur
2021-04-18,359902,Tea & Spices,North - Delhi
2022-05-22,387632,Steel,Central - Nagpur
2021-09-21,353754,Tea & Spices,South - Bengaluru
2025-08-09,110398,Automobiles,West - Mumbai
2024-11-07,262068,Tea & Spices,East - Kolkata
2022-07-09,325072,Steel,South - Bengaluru
2022-01-13,202118,Tea & Spices,South - Bengaluru
2024-06-14,313897,Tea & Spices,North - Delhi
2022-04-14,275640,Tea & Spices,Central - Nagpur
2025-10-02,131882,Information Technology,East - Kolkata
2025-08-19,129653,Steel,Central - Nagpur
2024-01-14,296641,Automobiles,South - Bengaluru
2025-07-15,122423,Textiles,East - Kolkata
2024-05-26,418835,Steel,South - Bengaluru
2025-04-22,465559,Textiles,Central - Nagpur
2023-10-16,200320,Automobiles,North - Delhi
2024-02-08,192009,Steel,East - Kolkata
2025-05-14,488444,Information Technology,North - Delhi
2025-11-11,350993,Information Technology,North - Delhi
2023-08-18,304089,Tea & Spices,West - Mumbai
2023-04-06,294581,Tea & Spices,North - Delhi
2022-09-28,181705,Tea & Spices,East - Kolkata
2025-12-22,231764,Tea & Spices,West - Mumbai
2022-08-08,349622,Automobiles,East - Kolkata
2022-04-24,368467,Automobiles,East - Kolkata
2025-11-22,448066,Information Technology,East - Kolkata
2024-06-05,228607,Tea & Spices,South - Bengaluru
2025-05-18,206177,Textiles,West - Mumbai
2024-10-23,303103,Textiles,South - Bengaluru
2022-01-29,308149,Steel,East - Kolkata
2021-09-03,426086,Information Technology,North - Delhi
2023-05-08,180658,Textiles,Central - Nagpur
2025-04-25,495368,Steel,North - Delhi
2025-08-27,425263,Tea & Spices,South - Bengaluru
2025-08-21,253010,Textiles,Central - Nagpur
2023-10-01,72772,Textiles,South - Bengaluru
2022-09-04,124447,Steel,West - Mumbai
2024-12-13,499115,Textiles,South - Bengaluru
2022-02-19,421507,Tea & Spices,Central - Nagpur
2023-01-02,358665,Textiles,East - Kolkata
2025-03-04,376777,Textiles,East - Kolkata
2022-07-18,70255,Tea & Spices,Central - Nagpur
2024-08-20,227307,Automobiles,Central - Nagpur
2023-02-22,58785,Tea & Spices,West - Mumbai
2024-05-12,354966,Information Technology,Central - Nagpur
2025-04-17,297161,Textiles,West - Mumbai
2023-03-13,166957,Automobiles,East - Kolkata
2022-07-16,105783,Textiles,East - Kolkata
2021-02-10,143753,Textiles,Central - Nagpur
2022-12-03,392536,Tea & Spices,East - Kolkata
2022-12-10,107302,Steel,Central - Nagpur
2021-08-01,102156,Automobiles,West - Mumbai
2025-06-15,357533,Information Technology,Central - Nagpur
2024-07-03,185715,Steel,Central - Nagpur
2025-09-02,219815,Automobiles,South - Bengaluru
2024-11-13,486762,Steel,East - Kolkata
2021-03-02,494147,Automobiles,Central - Nagpur
2022-12-24,179340,Automobiles,South - Bengaluru
2021-01-26,158775,Tea & Spices,East - Kolkata
2024-01-15,393083,Textiles,West - Mumbai
2024-12-31,204346,Information Technology,South - Bengaluru
2024-04-16,314351,Steel,Central - Nagpur
2025-11-08,223334,Steel,North - Delhi
2025-04-21,379910,Textiles,Central - Nagpur
2022-12-23,291317,Tea & Spices,Central - Nagpur
2022-10-08,176503,Information Technology,South - Bengaluru
2025-05-11,190982,Tea & Spices,East - Kolkata
2023-12-11,114332,Tea & Spices,Central - Nagpur
2021-06-23,148911,Textiles,East - Kolkata
2024-02-10,75887,Textiles,South - Bengaluru
2024-04-04,86991,Tea & Spices,South - Bengaluru
2022-04-25,393003,Tea & Spices,West - Mumbai
2023-09-05,58166,Steel,North - Delhi
2022-07-02,196946,Information Technology,West - Mumbai
2024-01-01,304416,Steel,South - Bengaluru
2021-12-23,403471,Information Technology,East - Kolkata
2025-04-12,318519,Tea & Spices,North - Delhi
2024-12-11,257261,Textiles,West - Mumbai
2025-04-27,314046,Tea & Spices,East - Kolkata
2024-09-30,408245,Textiles,South - Bengaluru
2025-04-22,93848,Steel,West - Mumbai
2022-12-24,468263,Tea & Spices,East - Kolkata
2022-03-09,93581,Textiles,South - Bengaluru
2021-11-18,140170,Textiles,West - Mumbai
2023-09-22,185140,Automobiles,North - Delhi
2023-10-27,253721,Tea & Spices,East - Kolkata
2025-07-02,346210,Tea & Spices,South - Bengaluru
2021-05-23,86845,Automobiles,South - Bengaluru
2023-10-06,273113,Information Technology,East - Kolkata
2021-05-07,488166,Tea & Spices,South - Bengaluru
2025-02-14,239912,Textiles,North - Delhi
2021-04-26,394297,Steel,Central - Nagpur
2023-01-03,136951,Information Technology,West - Mumbai
2025-07-13,443166,Automobiles,Central - Nagpur
2021-04-12,111184,Textiles,North - Delhi
2025-04-09,229111,Tea & Spices,Central - Nagpur
2025-08-26,174211,Textiles,West - Mumbai
2025-10-01,439373,Automobiles,South - Bengaluru
2023-09-09,186732,Textiles,North - Delhi
2022-10-19,203523,Tea & Spices,Central - Nagpur
2024-01-06,467946,Tea & Spices,North - Delhi
2025-05-18,410820,Information Technology,South - Bengaluru
2021-09-21,470145,Automobiles,South - Bengaluru
2021-01-12,304197,Information Technology,West - Mumbai
2024-03-04,306682,Tea & Spices,West - Mumbai
2022-03-20,313928,Textiles,West - Mumbai
2026-01-04,458952,Automobiles,East - Kolkata
2024-01-11,232184,Automobiles,South - Bengaluru
2022-01-24,216183,Steel,North - Delhi
2025-06-16,463804,Textiles,West - Mumbai
2022-12-29,343326,Textiles,Central - Nagpur
2022-06-21,483217,Textiles,East - Kolkata
2024-11-24,356835,Information Technology,North - Delhi
2025-09-24,433114,Information Technology,North - Delhi
2022-05-01,185706,Textiles,Central - Nagpur
2023-02-07,459859,Steel,Central - Nagpur
2024-06-14,148395,Textiles,South - Bengaluru
2022-10-24,348121,Automobiles,North - Delhi
2024-09-28,60985,Steel,South - Bengaluru
2023-03-21,440439,Textiles,Central - Nagpur
2021-01-29,450945,Automobiles,North - Delhi
2023-02-26,298773,Automobiles,Central - Nagpur
2022-08-08,428453,Tea & Spices,South - Bengaluru
2021-04-17,461680,Information Technology,North - Delhi
2024-10-25,114639,Information Technology,Central - Nagpur
2024-05-20,302039,Tea & Spices,North - Delhi
2024-05-07,294771,Steel,Central - Nagpur
2022-11-22,342601,Textiles,South - Bengaluru
2023-05-08,425636,Information Technology,West - Mumbai
2023-06-16,227605,Steel,East - Kolkata
2021-10-18,238833,Automobiles,North - Delhi
2025-12-03,469896,Textiles,North - Delhi
2021-07-17,263387,Automobiles,North - Delhi
2022-02-28,468750,Steel,South - Bengaluru
2024-08-07,218948,Information Technology,Central - Nagpur
2021-07-30,307158,Tea & Spices,East - Kolkata
2022-05-10,222727,Information Technology,West - Mumbai
2024-10-12,147234,Textiles,North - Delhi
2024-03-20,460925,Tea & Spices,Central - Nagpur
2024-02-02,71771,Tea & Spices,West - Mumbai
2022-10-11,73566,Steel,West - Mumbai
2024-06-20,365156,Textiles,East - Kolkata
2021-09-27,103990,Textiles,South - Bengaluru
2022-07-22,371499,Automobiles,East - Kolkata
2023-03-17,150941,Tea & Spices,South - Bengaluru
2022-04-16,451709,Tea & Spices,North - Delhi
2024-07-24,153647,Tea & Spices,South - Bengaluru
2022-07-05,221015,Automobiles,North - Delhi
2024-12-05,187225,Textiles,South - Bengaluru
2024-07-01,97499,Information Technology,West - Mumbai
2021-03-18,459351,Automobiles,West - Mumbai
2025-09-08,291864,Steel,North - Delhi
2022-03-16,270456,Steel,South - Bengaluru
2024-11-03,107243,Information Technology,West - Mumbai
2024-04-29,400377,Tea & Spices,West - Mumbai
2025-03-03,115746,Automobiles,North - Delhi
2021-05-06,331012,Textiles,South - Bengaluru
2024-01-17,163014,Information Technology,North - Delhi
2023-07-06,384687,Automobiles,West - Mumbai
2021-10-30,399237,Tea & Spices,South - Bengaluru
2025-07-30,418660,Textiles,Central - Nagpur
2024-03-31,179051,Information Technology,North - Delhi
2023-02-03,444214,Information Technology,Central - Nagpur
2021-10-08,190962,Textiles,West - Mumbai
2023-04-29,307239,Automobiles,East - Kolkata
2024-03-01,462224,Automobiles,East - Kolkata
2025-02-08,144267,Information Technology,North - Delhi
2024-02-04,291814,Tea & Spices,North - Delhi
2022-05-31,215718,Steel,North - Delhi
2021-04-15,60654,Information Technology,South - Bengaluru
2023-02-12,60344,Textiles,West - Mumbai
2023-12-25,353147,Information Technology,North - Delhi
2021-09-15,314787,Automobiles,West - Mumbai
2024-07-17,297910,Steel,West - Mumbai
2024-04-12,494004,Information Technology,South - Bengaluru
2024-04-30,181391,Tea & Spices,Central - Nagpur
2025-01-30,381187,Steel,West - Mumbai
2024-01-04,430510,Steel,South - Bengaluru
2022-11-17,106009,Steel,East - Kolkata
2024-06-29,276621,Steel,West - Mumbai
2023-11-01,457054,Tea & Spices,North - Delhi
2022-10-03,61195,Information Technology,West - Mumbai
2022-02-17,354277,Textiles,Central - Nagpur
2022-07-11,326674,Textiles,East - Kolkata
2024-05-23,429498,Tea & Spices,South - Bengaluru
2021-07-09,300753,Automobiles,East - Kolkata
2023-10-10,226649,Steel,West - Mumbai
2024-02-29,273287,Automobiles,West - Mumbai
2023-02-27,81353,Steel,Central - Nagpur
2023-02-23,246263,Tea & Spices,West - Mumbai
2024-04-11,305920,Information Technology,North - Delhi
2021-12-20,144995,Information Technology,South - Bengaluru
2024-05-31,110245,Textiles,Central - Nagpur
2023-06-24,243184,Tea & Spices,South - Bengaluru
2023-07-19,128899,Steel,West - Mumbai
2023-04-27,270577,Information Technology,West - Mumbai
2021-10-16,107026,Information Technology,East - Kolkata
2023-09-10,294825,Automobiles,West - Mumbai
2022-05-07,385325,Automobiles,West - Mumbai
2024-10-28,79875,Automobiles,West - Mumbai
2024-06-12,116886,Information Technology,South - Bengaluru
2023-10-29,368606,Steel,West - Mumbai
2025-11-17,252081,Automobiles,South - Bengaluru
2024-11-10,379337,Tea & Spices,North - Delhi
2023-04-23,114306,Tea & Spices,West - Mumbai
2025-10-12,424393,Steel,North - Delhi
2022-07-24,472306,Tea & Spices,Central - Nagpur
2024-07-06,202518,Information Technology,East - Kolkata
2025-09-29,250256,Textiles,Central - Nagpur
2024-08-31,157347,Information Technology,South - Bengaluru
2023-04-07,458771,Automobiles,East - Kolkata
2024-02-07,494875,Tea & Spices,Central - Nagpur
2024-10-07,152202,Textiles,West - Mumbai
2023-11-08,308800,Steel,West - Mumbai
2022-06-01,329682,Textiles,West - Mumbai
2023-01-26,176258,Textiles,West - Mumbai
2025-10-18,142571,Steel,West - Mumbai
2023-10-28,241920,Information Technology,West - Mumbai
2021-11-21,238145,Textiles,North - Delhi
2025-01-23,422371,Automobiles,East - Kolkata
2022-01-12,355083,Textiles,East - Kolkata
2023-09-01,191567,Tea & Spices,North - Delhi
2025-07-07,383394,Automobiles,North - Delhi
2024-04-09,352563,Tea & Spices,North - Delhi
2024-08-15,99588,Automobiles,North - Delhi
2023-10-20,346009,Information Technology,East - Kolkata
2024-01-30,242008,Textiles,West - Mumbai
2021-11-14,108536,Information Technology,South - Bengaluru
2025-10-19,108543,Information Technology,North - Delhi
2022-01-24,142707,Automobiles,South - Bengaluru
2025-11-11,493589,Tea & Spices,East - Kolkata
2022-09-19,159254,Automobiles,South - Bengaluru
2024-05-30,319673,Textiles,South - Bengaluru
2024-04-09,293808,Automobiles,South - Bengaluru
2024-11-26,399575,Information Technology,North - Delhi
2023-08-06,423150,Steel,South - Bengaluru
2021-05-09,466978,Information Technology,North - Delhi
2024-08-19,407685,Steel,South - Bengaluru
2021-01-21,53550,Steel,North - Delhi
2023-08-13,400226,Tea & Spices,North - Delhi
2023-01-09,481686,Tea & Spices,North - Delhi
2023-12-30,302135,Automobiles,West - Mumbai
2021-07-15,349128,Automobiles,North - Delhi
2024-05-19,447979,Textiles,East - Kolkata
2024-03-07,380178,Steel,Central - Nagpur
2022-08-20,197368,Textiles,East - Kolkata
2022-07-06,397337,Textiles,Central - Nagpur
2021-11-20,436355,Automobiles,North - Delhi
2022-08-25,325837,Steel,West - Mumbai
2023-11-10,363240,Tea & Spices,North - Delhi
2024-09-06,117504,Tea & Spices,Central - Nagpur
2021-12-12,312902,Information Technology,Central - Nagpur
2025-11-20,301730,Information Technology,North - Delhi
2025-03-14,446992,Tea & Spices,East - Kolkata
2023-05-24,241324,Steel,East - Kolkata
2025-09-17,119947,Textiles,South - Bengaluru
2025-11-07,157003,Tea & Spices,North - Delhi
2025-08-31,303304,Information Technology,South - Bengaluru
2025-07-01,480689,Automobiles,East - Kolkata
2022-01-12,229830,Steel,North - Delhi
2023-09-30,472403,Tea & Spices,North - Delhi
2024-01-30,71723,Steel,North - Delhi
2024-03-24,489773,Steel,West - Mumbai
2025-06-22,490470,Steel,South - Bengaluru
2024-03-18,465002,Textiles,Central - Nagpur
2023-11-18,226990,Steel,South - Bengaluru
2022-09-16,172644,Textiles,Central - Nagpur
2022-07-17,402609,Textiles,South - Bengaluru
2024-06-02,301337,Textiles,Central - Nagpur
2023-06-19,344924,Steel,North - Delhi
2025-04-13,222993,Steel,East - Kolkata
2021-05-13,438285,Tea & Spices,West - Mumbai
2021-03-29,423708,Textiles,Central - Nagpur
2024-10-18,112565,Automobiles,North - Delhi
2022-09-29,275546,Tea & Spices,South - Bengaluru
2025-02-07,106046,Textiles,South - Bengaluru
2023-02-03,430500,Steel,South - Bengaluru
2025-09-20,308246,Information Technology,North - Delhi
2022-03-18,398871,Automobiles,West - Mumbai
2021-01-10,320710,Textiles,West - Mumbai
2025-12-17,107142,Information Technology,North - Delhi
2025-03-20,417015,Steel,West - Mumbai
2025-05-26,330324,Information Technology,East - Kolkata
2022-12-07,93158,Information Technology,South - Bengaluru
2025-03-04,306973,Textiles,North - Delhi
2023-04-02,56348,Information Technology,North - Delhi
2023-10-13,274668,Information Technology,South - Bengaluru
2023-04-05,413338,Tea & Spices,South - Bengaluru
2025-01-04,245791,Automobiles,West - Mumbai
2021-11-30,393855,Automobiles,East - Kolkata
2021-11-26,67340,Information Technology,North - Delhi
2025-12-12,441484,Information Technology,North - Delhi
2023-11-27,208148,Information Technology,South - Bengaluru
2022-03-12,55550,Automobiles,Central - Nagpur
2025-06-16,424245,Textiles,North - Delhi
2025-02-14,299338,Tea & Spices,West - Mumbai
2025-05-29,434527,Information Technology,East - Kolkata
2023-03-23,334987,Textiles,West - Mumbai
2025-09-05,243638,Steel,South - Bengaluru
2021-01-10,253031,Tea & Spices,North - Delhi
2025-04-09,381701,Information Technology,North - Delhi
2021-12-10,475080,Automobiles,North - Delhi
2022-03-28,397340,Tea & Spices,South - Bengaluru
2024-07-07,470780,Information Technology,East - Kolkata
2024-09-01,402501,Tea & Spices,West - Mumbai
2021-11-02,172775,Information Technology,North - Delhi
2024-06-26,108657,Steel,North - Delhi
2023-12-13,220293,Tea & Spices,West - Mumbai
2021-12-15,309451,Tea & Spices,Central - Nagpur
2022-06-17,69037,Information Technology,North - Delhi
2025-08-18,167176,Automobiles,West - Mumbai
2023-11-30,310731,Steel,Central - Nagpur
2024-04-09,332415,Automobiles,Central - Nagpur
2021-07-30,328840,Steel,North - Delhi
2023-06-01,450301,Tea & Spices,East - Kolkata
2022-10-04,329618,Tea & Spices,South - Bengaluru
2021-10-19,478692,Automobiles,West - Mumbai
2021-04-14,389086,Information Technology,North - Delhi
2022-09-08,305136,Information Technology,East - Kolkata
2021-04-27,188065,Information Technology,South - Bengaluru
2025-05-09,320672,Information Technology,Central - Nagpur
2023-06-01,476847,Tea & Spices,North - Delhi
2022-04-28,448680,Steel,East - Kolkata
2021-09-23,413671,Automobiles,West - Mumbai
2021-08-07,345092,Steel,East - Kolkata
2021-01-18,72946,Information Technology,Central - Nagpur
2023-01-04,116862,Tea & Spices,North - Delhi
2021-02-23,147121,Steel,Central - Nagpur
2023-09-08,78451,Textiles,Central - Nagpur
2022-10-16,192782,Textiles,Central - Nagpur
2025-01-22,92954,Tea & Spices,South - Bengaluru
2024-04-07,63272,Information Technology,West - Mumbai
2024-02-17,64246,Textiles,East - Kolkata
2023-07-31,360167,Steel,East - Kolkata
2024-08-13,113023,Steel,Central - Nagpur
2022-11-24,454485,Steel,North - Delhi
2024-03-04,84691,Tea & Spices,West - Mumbai
2021-09-22,459123,Information Technology,West - Mumbai
2023-11-18,328993,Steel,East - Kolkata
2023-03-19,283581,Automobiles,West - Mumbai
2021-11-10,318728,Information Technology,North - Delhi
2023-05-30,419753,Steel,North - Delhi
2022-11-01,77047,Information Technology,East - Kolkata
2025-07-03,341728,Information Technology,South - Bengaluru
2022-06-16,152779,Steel,West - Mumbai
2024-07-20,160938,Textiles,South - Bengaluru
2025-09-26,83497,Automobiles,South - Bengaluru
2025-02-26,77618,Textiles,West - Mumbai
2023-10-22,179166,Information Technology,North - Delhi
2025-02-11,306961,Automobiles,East - Kolkata
2025-07-18,315425,Information Technology,South - Bengaluru
2022-09-23,450623,Automobiles,East - Kolkata
2023-11-22,245216,Steel,Central - Nagpur
2023-01-16,133721,Information Technology,East - Kolkata
2022-11-01,374136,Tea & Spices,South - Bengaluru
2021-07-22,387686,Information Technology,Central - Nagpur
2024-07-12,85430,Steel,West - Mumbai
2023-05-29,211087,Information Technology,Central - Nagpur
2021-02-28,177696,Automobiles,South - Bengaluru
2025-06-25,215682,Tea & Spices,East - Kolkata
2022-12-27,283203,Textiles,North - Delhi
2025-06-27,334442,Automobiles,North - Delhi
2023-05-19,437585,Information Technology,Central - Nagpur
2024-04-04,292776,Steel,North - Delhi
2023-12-22,121016,Automobiles,East - Kolkata
2023-06-10,483811,Information Technology,North - Delhi
2023-10-10,216742,Information Technology,East - Kolkata
2022-11-14,226976,Tea & Spices,Central - Nagpur
2024-10-22,419233,Information Technology,Central - Nagpur
2022-04-05,51716,Textiles,North - Delhi
2025-03-31,94552,Textiles,South - Bengaluru
2025-11-07,54872,Textiles,South - Bengaluru
2022-04-30,301597,Tea & Spices,East - Kolkata
2023-08-07,479224,Tea & Spices,North - Delhi
2022-08-05,370570,Automobiles,East - Kolkata
2022-10-28,173503,Automobiles,North - Delhi
2021-06-17,414404,Tea & Spices,Central - Nagpur
2021-06-22,464694,Automobiles,West - Mumbai
2024-10-23,95927,Tea & Spices,South - Bengaluru
2025-10-10,137304,Steel,Central - Nagpur
2025-05-08,447308,Textiles,South - Bengaluru
2021-02-20,142918,Tea & Spices,East - Kolkata
2025-11-29,446589,Textiles,East - Kolkata
2023-12-14,189963,Tea & Spices,West - Mumbai
2022-11-04,488879,Information Technology,West - Mumbai
2023-03-10,316890,Steel,West - Mumbai
2025-05-20,349498,Information Technology,South - Bengaluru
2022-03-20,178510,Automobiles,West - Mumbai
2021-04-19,195730,Steel,West - Mumbai
2021-06-05,281042,Textiles,North - Delhi
2022-12-26,205242,Automobiles,Central - Nagpur
2021-04-01,424327,Steel,South - Bengaluru
2025-07-11,60012,Textiles,West - Mumbai
2023-12-22,73847,Information Technology,Central - Nagpur
2025-12-09,256327,Information Technology,South - Bengaluru
2025-09-28,277924,Information Technology,Central - Nagpur
2023-03-13,420970,Information Technology,East - Kolkata
2024-08-09,455915,Steel,West - Mumbai
2023-02-03,351736,Tea & Spices,East - Kolkata
2021-06-15,401289,Tea & Spices,East - Kolkata
2022-12-02,125128,Information Technology,South - Bengaluru
2023-04-20,462729,Automobiles,Central - Nagpur
2025-08-30,145177,Automobiles,East - Kolkata
2021-12-02,81900,Information Technology,Central - Nagpur
2025-09-22,371445,Automobiles,South - Bengaluru
2022-11-11,363865,Tea & Spices,South - Bengaluru
2024-02-26,178511,Information Technology,West - Mumbai
2022-06-28,108525,Textiles,East - Kolkata
2025-10-19,295202,Textiles,West - Mumbai
2025-10-25,236306,Automobiles,West - Mumbai
2024-04-23,142540,Automobiles,West - Mumbai
2021-11-15,133486,Steel,Central - Nagpur
2021-06-17,451833,Information Technology,North - Delhi
2023-10-06,428908,Tea & Spices,West - Mumbai
2022-01-30,189797,Information Technology,South - Bengaluru
2021-05-13,498583,Textiles,East - Kolkata
2025-09-09,216967,Information Technology,Central - Nagpur
2022-11-27,428918,Tea & Spices,East - Kolkata
2021-08-09,187205,Steel,East - Kolkata
2025-03-25,239936,Tea & Spices,East - Kolkata
2022-09-26,319892,Textiles,Central - Nagpur
2021-01-31,427206,Tea & Spices,West - Mumbai
2022-07-30,303251,Textiles,East - Kolkata
2021-03-11,247287,Textiles,West - Mumbai
2022-07-03,61372,Textiles,North - Delhi
2024-03-05,266089,Information Technology,Central - Nagpur
