date,amount,productCategory,region,company
2024-05-27,335903.50,FMCG,South India,ITC Limited
2023-03-10,273765.92,Hotels,South India,ITC Limited
2024-08-23,303878.60,Agri Business,Central India,ITC Limited
2023-10-16,345084.10,Paperboards,North India,ITC Limited
2024-03-06,254779.74,FMCG,North India,ITC Limited
2024-04-17,315352.97,FMCG,Central India,ITC Limited
2024-09-15,165902.13,Agri Business,East India,ITC Limited
2024-09-21,469563.14,Paperboards,South India,ITC Limited
2024-12-22,472172.81,FMCG,East India,ITC Limited
2023-10-06,330252.12,Hotels,East India,ITC Limited
2024-01-22,81771.95,Agri Business,West India,ITC Limited
2023-07-03,483850.91,Agri Business,South India,ITC Limited
2024-06-09,255252.09,Paperboards,Central India,ITC Limited
2024-01-14,175944.98,FMCG,Central India,ITC Limited
2024-04-25,209586.85,Hotels,Central India,ITC Limited
2023-12-23,202892.58,Hotels,Central India,ITC Limited
2024-08-14,182084.45,Paperboards,West India,ITC Limited
2024-12-29,73328.62,Hotels,East India,ITC Limited
2023-12-01,396263.33,Hotels,North India,ITC Limited
2023-04-21,516741.21,Paperboards,West India,ITC Limited
2024-04-27,486956.51,Hotels,West India,ITC Limited
2024-08-07,235523.88,Agri Business,West India,ITC Limited
2023-01-23,368071.73,Agri Business,North India,ITC Limited
2024-12-29,412421.71,FMCG,West India,ITC Limited
2024-10-15,91966.58,FMCG,West India,ITC Limited
2023-09-14,483860.49,FMCG,East India,ITC Limited
2024-05-04,427970.16,FMCG,West India,ITC Limited
2024-08-10,184855.94,Agri Business,East India,ITC Limited
2023-10-23,463518.32,Paperboards,North India,ITC Limited
2023-01-04,262553.11,Agri Business,North India,ITC Limited
2023-11-11,386660.20,Agri Business,North India,ITC Limited
2024-07-02,238146.27,Agri Business,East India,ITC Limited
2024-06-04,210772.11,FMCG,Central India,ITC Limited
2024-10-27,197370.18,Hotels,South India,ITC Limited
2024-02-05,57224.67,FMCG,South India,ITC Limited
2024-03-18,287832.30,Hotels,North India,ITC Limited
2024-11-05,433641.85,Paperboards,West India,ITC Limited
2023-05-12,400832.90,Paperboards,South India,ITC Limited
2023-07-29,104066.96,Paperboards,West India,ITC Limited
2024-02-09,359465.09,Paperboards,North India,ITC Limited
2023-04-13,358517.38,Hotels,Central India,ITC Limited
2023-01-18,324815.94,Agri Business,South India,ITC Limited
2024-10-28,260070.54,Hotels,East India,ITC Limited
