date,amount,productCategory,region,company
2024-05-24,435652.67,Spare Parts,West India,Tata Motors
2023-11-14,223147.20,Passenger Vehicles,East India,Tata Motors
2023-01-30,523092.88,Passenger Vehicles,South India,Tata Motors
2023-04-20,541190.82,Service Centers,East India,Tata Motors
2023-10-27,447514.83,Passenger Vehicles,West India,Tata Motors
2023-10-31,384647.92,Service Centers,North India,Tata Motors
2024-12-06,142575.73,Commercial Vehicles,West India,Tata Motors
2024-04-20,484704.89,Service Centers,South India,Tata Motors
2023-01-01,274167.23,Service Centers,East India,Tata Motors
2024-06-08,140633.70,Passenger Vehicles,Central India,Tata Motors
2023-02-25,530014.21,Spare Parts,West India,Tata Motors
2023-08-09,255679.33,Service Centers,East India,Tata Motors
2024-05-01,366203.03,Service Centers,Central India,Tata Motors
2024-01-14,88243.62,Service Centers,West India,Tata Motors
2023-05-29,494962.06,Spare Parts,North India,Tata Motors
2024-10-22,447883.18,Spare Parts,South India,Tata Motors
2023-08-09,245707.41,Spare Parts,Central India,Tata Motors
2024-02-10,429614.32,Spare Parts,West India,Tata Motors
2024-09-24,106798.40,Passenger Vehicles,East India,Tata Motors
2023-04-06,400756.89,Passenger Vehicles,East India,Tata Motors
2023-08-20,421401.64,Spare Parts,East India,Tata Motors
2023-06-12,62286.71,Commercial Vehicles,South India,Tata Motors
2024-02-03,507642.69,Service Centers,South India,Tata Motors
2023-06-19,424439.88,Commercial Vehicles,East India,Tata Motors
2023-11-04,316341.12,Spare Parts,North India,Tata Motors
2024-01-31,328931.14,Passenger Vehicles,Central India,Tata Motors
2024-09-02,529778.82,Commercial Vehicles,Central India,Tata Motors
2024-01-29,183015.11,Commercial Vehicles,East India,Tata Motors
2023-09-21,483258.06,Commercial Vehicles,East India,Tata Motors
2024-02-03,94840.39,Spare Parts,East India,Tata Motors
2024-03-27,293271.97,Spare Parts,East India,Tata Motors
2023-09-27,324474.24,Spare Parts,West India,Tata Motors
2023-02-16,472231.20,Commercial Vehicles,West India,Tata Motors
2024-10-02,132135.46,Service Centers,South India,Tata Motors
2023-01-29,320640.96,Service Centers,East India,Tata Motors
2023-03-05,504229.80,Commercial Vehicles,West India,Tata Motors
2024-07-09,414657.62,Commercial Vehicles,East India,Tata Motors
2024-03-08,241251.97,Spare Parts,South India,Tata Motors
2023-12-31,528835.56,Service Centers,East India,Tata Motors
2024-04-17,128473.09,Commercial Vehicles,East India,Tata Motors
2023-11-30,438860.99,Passenger Vehicles,South India,Tata Motors
2023-07-03,101092.09,Commercial Vehicles,East India,Tata Motors
2024-11-20,160145.88,Commercial Vehicles,South India,Tata Motors
2023-02-12,275389.55,Commercial Vehicles,West India,Tata Motors
2023-08-02,514652.12,Passenger Vehicles,Central India,Tata Motors
2023-11-02,180443.26,Service Centers,South India,Tata Motors
2023-02-21,288172.27,Spare Parts,East India,Tata Motors
2024-08-17,196245.06,Service Centers,West India,Tata Motors
2023-02-19,82474.68,Commercial Vehicles,East India,Tata Motors
2024-11-14,513547.80,Spare Parts,East India,Tata Motors
2024-09-10,79114.92,Service Centers,East India,Tata Motors
2023-11-22,527326.63,Service Centers,West India,Tata Motors
2024-01-11,255099.12,Commercial Vehicles,North India,Tata Motors
2023-04-16,394402.11,Passenger Vehicles,Central India,Tata Motors
2023-07-02,491364.29,Commercial Vehicles,West India,Tata Motors
2023-06-23,475200.01,Passenger Vehicles,Central India,Tata Motors
2023-12-29,180402.14,Commercial Vehicles,South India,Tata Motors
2023-03-27,358899.03,Commercial Vehicles,East India,Tata Motors
2023-07-16,153396.66,Spare Parts,North India,Tata Motors
2024-06-15,448665.63,Service Centers,Central India,Tata Motors
2023-01-15,480298.94,Spare Parts,North India,Tata Motors
2024-07-05,217134.85,Passenger Vehicles,East India,Tata Motors
2023-11-25,446747.51,Commercial Vehicles,West India,Tata Motors
2023-05-20,495781.25,Spare Parts,Central India,Tata Motors
2024-06-12,390215.80,Spare Parts,East India,Tata Motors
2023-09-15,168970.04,Passenger Vehicles,South India,Tata Motors
2024-12-13,495630.21,Commercial Vehicles,East India,Tata Motors
2023-07-14,549083.71,Service Centers,East India,Tata Motors
2024-12-09,191979.64,Commercial Vehicles,South India,Tata Motors
2023-02-12,340263.75,Service Centers,South India,Tata Motors
2024-03-25,458517.42,Commercial Vehicles,North India,Tata Motors
2024-07-30,160697.86,Commercial Vehicles,Central India,Tata Motors
2023-09-05,58310.18,Passenger Vehicles,Central India,Tata Motors
2024-01-27,391892.11,Service Centers,West India,Tata Motors
2024-09-29,433189.00,Commercial Vehicles,South India,Tata Motors
2024-05-25,476649.52,Service Centers,North India,Tata Motors
2024-05-19,322993.27,Service Centers,North India,Tata Motors
2023-02-19,279252.07,Spare Parts,Central India,Tata Motors
2023-06-04,283129.91,Commercial Vehicles,South India,Tata Motors
2024-02-25,470568.00,Passenger Vehicles,East India,Tata Motors
2024-03-14,246616.38,Passenger Vehicles,Central India,Tata Motors
2024-05-18,366862.39,Spare Parts,South India,Tata Motors
2024-05-13,255839.96,Service Centers,East India,Tata Motors
2024-10-08,464079.41,Passenger Vehicles,East India,Tata Motors
2024-08-19,140301.00,Commercial Vehicles,North India,Tata Motors
2024-01-19,468363.90,Service Centers,West India,Tata Motors
2023-03-13,423406.91,Spare Parts,North India,Tata Motors
2024-03-13,119871.94,Passenger Vehicles,South India,Tata Motors
2024-06-20,137544.66,Spare Parts,South India,Tata Motors
2024-08-25,107321.29,Commercial Vehicles,North India,Tata Motors
2024-07-07,261361.09,Spare Parts,Central India,Tata Motors
2024-08-26,327386.88,Service Centers,West India,Tata Motors
2023-05-27,139042.66,Spare Parts,South India,Tata Motors
2023-08-21,200761.51,Commercial Vehicles,North India,Tata Motors
2023-02-19,288872.68,Passenger Vehicles,West India,Tata Motors
2023-02-08,164646.11,Spare Parts,South India,Tata Motors
2024-09-09,529491.14,Commercial Vehicles,East India,Tata Motors
2024-11-26,366493.38,Service Centers,East India,Tata Motors
2024-08-27,468369.68,Passenger Vehicles,Central India,Tata Motors
2023-11-08,379627.35,Commercial Vehicles,East India,Tata Motors
2024-02-18,347117.26,Commercial Vehicles,North India,Tata Motors
2023-03-12,546124.19,Service Centers,East India,Tata Motors
2024-06-20,517058.77,Spare Parts,East India,Tata Motors
2023-11-14,285462.99,Service Centers,South India,Tata Motors
2024-11-23,152346.51,Commercial Vehicles,East India,Tata Motors
2024-06-26,358857.34,Passenger Vehicles,West India,Tata Motors
2024-11-23,538056.82,Service Centers,West India,Tata Motors
2023-12-04,211464.44,Service Centers,North India,Tata Motors
2024-02-12,532885.69,Service Centers,East India,Tata Motors
2023-04-25,251652.36,Commercial Vehicles,West India,Tata Motors
2023-08-24,119551.97,Service Centers,West India,Tata Motors
2024-04-12,304460.51,Commercial Vehicles,Central India,Tata Motors
2023-04-05,89771.60,Commercial Vehicles,North India,Tata Motors
2024-12-30,468628.04,Commercial Vehicles,South India,Tata Motors
2023-12-11,312985.09,Passenger Vehicles,Central India,Tata Motors
2024-09-20,264632.89,Spare Parts,West India,Tata Motors
2023-09-16,543367.87,Spare Parts,East India,Tata Motors
2023-05-27,63325.31,Commercial Vehicles,East India,Tata Motors
2024-12-11,540206.34,Spare Parts,South India,Tata Motors
2024-11-06,342993.68,Service Centers,West India,Tata Motors
2023-10-02,497664.15,Commercial Vehicles,West India,Tata Motors
2023-02-21,136125.77,Service Centers,West India,Tata Motors
2024-02-01,459358.06,Passenger Vehicles,South India,Tata Motors
2023-12-02,101474.94,Passenger Vehicles,West India,Tata Motors
2023-03-24,380362.05,Passenger Vehicles,South India,Tata Motors
2024-08-27,475956.32,Passenger Vehicles,Central India,Tata Motors
2023-02-14,423940.43,Spare Parts,Central India,Tata Motors
2023-11-02,131106.28,Service Centers,West India,Tata Motors
2023-04-13,340269.62,Commercial Vehicles,West India,Tata Motors
2024-04-30,52794.39,Passenger Vehicles,East India,Tata Motors
2024-03-11,124814.45,Commercial Vehicles,Central India,Tata Motors
2023-09-25,244220.18,Spare Parts,Central India,Tata Motors
2023-09-09,183336.90,Passenger Vehicles,East India,Tata Motors
2023-09-11,267505.77,Service Centers,Central India,Tata Motors
2024-02-05,87013.50,Service Centers,East India,Tata Motors
2023-10-08,478715.72,Service Centers,East India,Tata Motors
2023-09-19,361246.35,Spare Parts,Central India,Tata Motors
2023-09-09,522159.16,Service Centers,West India,Tata Motors
2023-02-16,148848.55,Spare Parts,North India,Tata Motors
2023-11-14,210703.19,Commercial Vehicles,West India,Tata Motors
2024-08-16,261764.34,Commercial Vehicles,North India,Tata Motors
2024-06-25,259269.94,Commercial Vehicles,North India,Tata Motors
2023-02-15,62046.49,Passenger Vehicles,East India,Tata Motors
2023-12-10,366560.90,Commercial Vehicles,Central India,Tata Motors
2024-04-10,391545.04,Passenger Vehicles,Central India,Tata Motors
2024-06-21,383515.64,Service Centers,South India,Tata Motors
2023-05-30,441138.48,Passenger Vehicles,North India,Tata Motors
2023-01-20,264100.32,Commercial Vehicles,North India,Tata Motors
2024-01-15,154300.36,Passenger Vehicles,East India,Tata Motors
2023-07-28,333487.36,Commercial Vehicles,South India,Tata Motors
2024-01-12,64248.66,Spare Parts,West India,Tata Motors
2024-11-07,422176.38,Spare Parts,North India,Tata Motors
2024-04-23,356597.72,Service Centers,Central India,Tata Motors
2024-04-28,477618.13,Service Centers,East India,Tata Motors
2024-12-03,491344.77,Commercial Vehicles,South India,Tata Motors
2024-06-19,350470.84,Commercial Vehicles,West India,Tata Motors
2023-04-24,296026.25,Spare Parts,East India,Tata Motors
2024-03-13,360879.55,Commercial Vehicles,Central India,Tata Motors
2024-08-11,354405.94,Service Centers,North India,Tata Motors
2023-07-19,496164.65,Passenger Vehicles,South India,Tata Motors
2024-03-14,90384.88,Service Centers,Central India,Tata Motors
2024-03-29,362560.67,Passenger Vehicles,East India,Tata Motors
2024-09-14,517764.57,Service Centers,South India,Tata Motors
2024-01-09,386435.22,Commercial Vehicles,North India,Tata Motors
2023-05-23,119697.20,Commercial Vehicles,South India,Tata Motors
2023-09-12,106658.89,Passenger Vehicles,North India,Tata Motors
2023-01-26,260202.83,Service Centers,East India,Tata Motors
2024-10-14,220210.76,Commercial Vehicles,North India,Tata Motors
2024-03-07,145226.50,Spare Parts,North India,Tata Motors
2024-01-29,288713.80,Commercial Vehicles,East India,Tata Motors
2024-10-09,304523.39,Passenger Vehicles,North India,Tata Motors
2023-10-21,259528.81,Service Centers,South India,Tata Motors
2024-02-01,269594.58,Commercial Vehicles,East India,Tata Motors
2024-01-24,367539.83,Commercial Vehicles,East India,Tata Motors
2023-05-23,100551.31,Commercial Vehicles,South India,Tata Motors
2024-05-05,117339.94,Commercial Vehicles,West India,Tata Motors
2024-04-20,137287.32,Spare Parts,East India,Tata Motors
2023-04-27,420955.23,Service Centers,North India,Tata Motors
2024-05-06,439359.02,Passenger Vehicles,Central India,Tata Motors
2024-04-11,70499.79,Spare Parts,Central India,Tata Motors
2023-09-10,74929.98,Commercial Vehicles,South India,Tata Motors
2024-11-05,217408.88,Passenger Vehicles,Central India,Tata Motors
2023-11-05,507261.70,Commercial Vehicles,South India,Tata Motors
2023-04-30,234703.43,Service Centers,South India,Tata Motors
2023-07-23,509262.90,Passenger Vehicles,East India,Tata Motors
2024-03-14,60838.27,Spare Parts,West India,Tata Motors
2023-04-06,508784.64,Spare Parts,South India,Tata Motors
2024-08-25,198379.97,Spare Parts,North India,Tata Motors
2024-12-20,198356.65,Passenger Vehicles,South India,Tata Motors
2024-05-10,477705.18,Passenger Vehicles,South India,Tata Motors
2024-01-11,334900.18,Service Centers,Central India,Tata Motors
2023-11-01,151196.27,Service Centers,West India,Tata Motors
2023-07-19,479051.46,Commercial Vehicles,South India,Tata Motors
2024-09-04,525468.84,Spare Parts,South India,Tata Motors
2023-12-08,196080.40,Passenger Vehicles,East India,Tata Motors
2024-04-17,417829.89,Commercial Vehicles,West India,Tata Motors
2024-04-05,124574.30,Spare Parts,West India,Tata Motors
2024-09-25,264558.66,Passenger Vehicles,East India,Tata Motors
2023-09-14,498309.08,Spare Parts,South India,Tata Motors
2024-12-05,479051.31,Service Centers,East India,Tata Motors
2024-03-06,236541.89,Passenger Vehicles,Central India,Tata Motors
2023-06-07,322869.79,Spare Parts,North India,Tata Motors
2024-11-23,301888.29,Commercial Vehicles,South India,Tata Motors
2024-09-13,305593.43,Spare Parts,North India,Tata Motors
2024-04-15,435336.43,Spare Parts,Central India,Tata Motors
2023-07-07,265846.88,Passenger Vehicles,North India,Tata Motors
2024-04-25,225362.83,Passenger Vehicles,East India,Tata Motors
2023-09-03,235166.39,Service Centers,South India,Tata Motors
2023-07-24,425783.79,Passenger Vehicles,Central India,Tata Motors
2024-11-09,205259.27,Commercial Vehicles,North India,Tata Motors
2024-10-27,350770.00,Commercial Vehicles,Central India,Tata Motors
2023-07-29,541843.48,Service Centers,West India,Tata Motors
2024-02-04,416303.65,Spare Parts,North India,Tata Motors
2024-11-25,304965.27,Spare Parts,West India,Tata Motors
2023-12-10,323154.46,Passenger Vehicles,West India,Tata Motors
2024-11-05,447352.01,Spare Parts,West India,Tata Motors
2024-12-01,484554.26,Service Centers,Central India,Tata Motors
2024-02-11,224133.90,Commercial Vehicles,South India,Tata Motors
2023-12-22,528995.91,Commercial Vehicles,East India,Tata Motors
2023-12-25,145502.31,Commercial Vehicles,North India,Tata Motors
2024-06-17,401809.15,Service Centers,West India,Tata Motors
2024-01-15,234387.47,Passenger Vehicles,West India,Tata Motors
2023-01-08,352820.68,Commercial Vehicles,North India,Tata Motors
2024-04-03,534434.63,Service Centers,North India,Tata Motors
2024-10-31,181901.00,Passenger Vehicles,North India,Tata Motors
2024-06-22,390820.39,Commercial Vehicles,East India,Tata Motors
2024-01-09,508783.09,Passenger Vehicles,North India,Tata Motors
2024-10-20,273599.94,Passenger Vehicles,West India,Tata Motors
2024-07-23,342643.42,Passenger Vehicles,West India,Tata Motors
2023-03-20,507876.04,Service Centers,West India,Tata Motors
2024-08-07,275817.03,Service Centers,North India,Tata Motors
2024-07-24,117380.07,Service Centers,Central India,Tata Motors
2023-10-08,68137.37,Spare Parts,West India,Tata Motors
2023-07-15,432179.27,Spare Parts,North India,Tata Motors
2024-03-01,458362.00,Commercial Vehicles,North India,Tata Motors
2023-03-13,358550.27,Service Centers,East India,Tata Motors
2023-11-06,419972.09,Service Centers,North India,Tata Motors
2023-05-01,496837.71,Commercial Vehicles,Central India,Tata Motors
2024-02-02,362127.58,Commercial Vehicles,West India,Tata Motors
2023-01-22,228452.61,Commercial Vehicles,West India,Tata Motors
2023-11-07,252628.89,Commercial Vehicles,West India,Tata Motors
2024-05-28,365972.19,Spare Parts,Central India,Tata Motors
2024-05-22,83848.25,Spare Parts,Central India,Tata Motors
2024-07-08,317192.76,Spare Parts,South India,Tata Motors
2024-06-04,102200.91,Spare Parts,South India,Tata Motors
2023-05-22,480329.37,Spare Parts,East India,Tata Motors
2023-08-15,210889.84,Commercial Vehicles,North India,Tata Motors
2024-02-23,227780.32,Spare Parts,South India,Tata Motors
2023-07-17,415334.85,Passenger Vehicles,South India,Tata Motors
2023-02-22,252998.48,Passenger Vehicles,South India,Tata Motors
2024-05-21,176046.10,Spare Parts,East India,Tata Motors
2023-07-12,458973.63,Spare Parts,West India,Tata Motors
2023-05-25,502114.91,Spare Parts,South India,Tata Motors
2023-06-27,85435.56,Commercial Vehicles,East India,Tata Motors
2023-02-26,132471.07,Spare Parts,East India,Tata Motors
2024-03-13,81321.11,Service Centers,North India,Tata Motors
2024-10-12,53187.41,Commercial Vehicles,West India,Tata Motors
2024-07-20,493860.63,Service Centers,East India,Tata Motors
2023-01-05,310034.15,Service Centers,Central India,Tata Motors
2024-02-14,489176.19,Spare Parts,Central India,Tata Motors
2024-03-19,461748.09,Spare Parts,West India,Tata Motors
2024-07-27,408863.34,Commercial Vehicles,West India,Tata Motors
2023-09-19,51022.99,Spare Parts,East India,Tata Motors
2023-09-11,350834.99,Commercial Vehicles,West India,Tata Motors
2023-11-13,210295.46,Service Centers,South India,Tata Motors
2023-06-22,365019.65,Spare Parts,North India,Tata Motors
2024-12-25,294640.38,Commercial Vehicles,East India,Tata Motors
2024-01-08,348257.33,Spare Parts,North India,Tata Motors
2023-12-26,84593.90,Commercial Vehicles,South India,Tata Motors
2023-03-25,86336.97,Passenger Vehicles,Central India,Tata Motors
2024-03-25,177445.36,Spare Parts,North India,Tata Motors
2024-09-14,478513.77,Passenger Vehicles,South India,Tata Motors
2023-07-21,52367.38,Commercial Vehicles,North India,Tata Motors
2024-05-05,97101.59,Spare Parts,East India,Tata Motors
2024-09-28,172374.93,Passenger Vehicles,Central India,Tata Motors
2023-01-06,396462.62,Service Centers,West India,Tata Motors
2024-08-11,137527.52,Commercial Vehicles,South India,Tata Motors
2024-03-12,250992.15,Commercial Vehicles,South India,Tata Motors
2023-01-21,114812.93,Service Centers,West India,Tata Motors
2023-09-03,415963.30,Spare Parts,South India,Tata Motors
2023-12-22,513335.02,Commercial Vehicles,East India,Tata Motors
2024-11-14,542732.73,Spare Parts,West India,Tata Motors
2023-03-08,188195.33,Spare Parts,North India,Tata Motors
2023-04-16,381888.59,Spare Parts,North India,Tata Motors
2023-08-29,254161.60,Spare Parts,Central India,Tata Motors
2024-04-29,328782.36,Service Centers,Central India,Tata Motors
2023-01-25,359415.46,Passenger Vehicles,North India,Tata Motors
2023-06-07,457256.60,Passenger Vehicles,North India,Tata Motors
2024-08-05,345864.78,Service Centers,East India,Tata Motors
2023-02-11,464639.27,Passenger Vehicles,South India,Tata Motors
2024-07-19,325705.58,Passenger Vehicles,Central India,Tata Motors
2023-03-05,128001.43,Service Centers,East India,Tata Motors
2023-01-07,97313.30,Passenger Vehicles,North India,Tata Motors
2023-08-02,162150.21,Commercial Vehicles,North India,Tata Motors
2024-09-24,232550.53,Spare Parts,West India,Tata Motors
2023-02-13,470916.14,Service Centers,West India,Tata Motors
2023-11-06,351030.35,Passenger Vehicles,South India,Tata Motors
2023-06-20,300110.08,Service Centers,North India,Tata Motors
2024-10-27,386590.97,Service Centers,West India,Tata Motors
2023-08-20,151967.55,Commercial Vehicles,West India,Tata Motors
2023-02-18,79427.81,Passenger Vehicles,West India,Tata Motors
2024-01-19,121950.08,Passenger Vehicles,East India,Tata Motors
2024-06-29,142884.46,Spare Parts,Central India,Tata Motors
2024-09-20,160317.77,Service Centers,East India,Tata Motors
2024-12-22,510470.16,Passenger Vehicles,South India,Tata Motors
2023-09-10,196982.93,Passenger Vehicles,North India,Tata Motors
2023-06-05,365011.60,Service Centers,West India,Tata Motors
2023-12-06,330724.85,Passenger Vehicles,Central India,Tata Motors
2023-02-17,196776.00,Passenger Vehicles,South India,Tata Motors
2023-08-08,453860.62,Passenger Vehicles,Central India,Tata Motors
2024-10-01,283804.91,Spare Parts,North India,Tata Motors
2023-07-19,237250.79,Service Centers,North India,Tata Motors
2024-06-06,309329.38,Passenger Vehicles,Central India,Tata Motors
2024-12-11,452697.61,Passenger Vehicles,Central India,Tata Motors
2023-08-17,457618.72,Commercial Vehicles,East India,Tata Motors
2023-04-22,189758.40,Service Centers,North India,Tata Motors
2024-02-06,534368.28,Service Centers,North India,Tata Motors
2023-07-19,227682.40,Commercial Vehicles,East India,Tata Motors
2023-05-14,130358.10,Spare Parts,West India,Tata Motors
2023-03-28,260036.33,Service Centers,East India,Tata Motors
2023-05-23,144784.23,Commercial Vehicles,North India,Tata Motors
2024-01-28,441151.98,Service Centers,North India,Tata Motors
2023-07-22,420628.89,Service Centers,East India,Tata Motors
2024-08-03,532527.10,Commercial Vehicles,North India,Tata Motors
2024-06-21,450813.18,Service Centers,Central India,Tata Motors
2024-07-24,415371.62,Spare Parts,Central India,Tata Motors
2023-10-15,470695.75,Spare Parts,East India,Tata Motors
2024-02-14,104972.65,Passenger Vehicles,West India,Tata Motors
2024-05-15,452340.70,Commercial Vehicles,East India,Tata Motors
2024-10-28,506350.83,Service Centers,South India,Tata Motors
2023-12-27,415610.96,Spare Parts,Central India,Tata Motors
2024-09-10,165352.46,Passenger Vehicles,South India,Tata Motors
2023-12-20,51248.73,Passenger Vehicles,North India,Tata Motors
2024-09-14,403911.36,Commercial Vehicles,North India,Tata Motors
2024-05-26,139268.32,Spare Parts,West India,Tata Motors
2023-08-28,132806.69,Passenger Vehicles,Central India,Tata Motors
2024-07-19,86737.68,Passenger Vehicles,North India,Tata Motors
2023-01-30,486738.78,Commercial Vehicles,East India,Tata Motors
2024-03-16,418761.79,Service Centers,North India,Tata Motors
2023-08-14,201924.08,Commercial Vehicles,West India,Tata Motors
2024-08-04,282786.80,Spare Parts,West India,Tata Motors
2023-12-05,255149.64,Service Centers,North India,Tata Motors
2023-08-22,448000.04,Passenger Vehicles,North India,Tata Motors
2024-12-08,533969.03,Passenger Vehicles,West India,Tata Motors
2024-01-24,498324.72,Spare Parts,West India,Tata Motors
2024-06-19,351310.75,Passenger Vehicles,West India,Tata Motors
2023-10-14,453422.36,Commercial Vehicles,West India,Tata Motors
2023-06-12,77690.56,Service Centers,North India,Tata Motors
2023-01-14,338387.04,Passenger Vehicles,Central India,Tata Motors
2024-10-05,175491.22,Commercial Vehicles,North India,Tata Motors
2024-06-29,214751.55,Service Centers,South India,Tata Motors
2024-10-06,270793.40,Spare Parts,East India,Tata Motors
2024-09-06,265310.56,Commercial Vehicles,East India,Tata Motors
2024-05-09,539125.12,Spare Parts,North India,Tata Motors
2023-12-01,430262.47,Service Centers,East India,Tata Motors
2024-04-27,458883.34,Service Centers,West India,Tata Motors
2024-09-05,175099.08,Commercial Vehicles,North India,Tata Motors
2024-09-08,58462.55,Spare Parts,South India,Tata Motors
2024-12-14,374808.90,Service Centers,East India,Tata Motors
2024-05-05,483443.72,Passenger Vehicles,South India,Tata Motors
2024-11-27,374802.46,Commercial Vehicles,West India,Tata Motors
2023-06-05,104169.03,Passenger Vehicles,South India,Tata Motors
2024-10-29,255986.25,Passenger Vehicles,South India,Tata Motors
2023-10-09,279473.31,Commercial Vehicles,South India,Tata Motors
2024-01-23,389089.54,Commercial Vehicles,North India,Tata Motors
2024-04-26,269241.68,Commercial Vehicles,South India,Tata Motors
2024-10-09,232519.91,Spare Parts,South India,Tata Motors
2023-04-06,338036.28,Commercial Vehicles,South India,Tata Motors
2024-12-05,304391.79,Spare Parts,West India,Tata Motors
2024-05-23,278509.75,Commercial Vehicles,North India,Tata Motors
2024-05-02,400821.98,Commercial Vehicles,Central India,Tata Motors
2023-01-17,308813.76,Service Centers,Central India,Tata Motors
2023-03-15,383802.30,Commercial Vehicles,East India,Tata Motors
2023-01-30,110183.85,Commercial Vehicles,Central India,Tata Motors
2023-10-15,392554.64,Commercial Vehicles,Central India,Tata Motors
2024-11-07,110212.50,Commercial Vehicles,North India,Tata Motors
2023-06-14,221197.98,Commercial Vehicles,Central India,Tata Motors
2023-07-06,253199.91,Service Centers,West India,Tata Motors
2024-01-08,301302.10,Passenger Vehicles,West India,Tata Motors
2024-04-03,191748.56,Passenger Vehicles,West India,Tata Motors
2023-11-09,83085.99,Commercial Vehicles,West India,Tata Motors
2023-12-02,213411.59,Passenger Vehicles,West India,Tata Motors
2023-01-31,110193.55,Commercial Vehicles,North India,Tata Motors
2023-04-21,92035.89,Service Centers,North India,Tata Motors
2023-02-21,311474.34,Passenger Vehicles,Central India,Tata Motors
2024-06-05,418444.56,Spare Parts,East India,Tata Motors
2024-12-04,518096.40,Commercial Vehicles,South India,Tata Motors
2024-06-05,476041.92,Passenger Vehicles,West India,Tata Motors
2023-09-16,433364.98,Service Centers,Central India,Tata Motors
2023-01-19,437517.52,Service Centers,East India,Tata Motors
2023-02-01,466684.29,Service Centers,West India,Tata Motors
2023-10-04,73896.21,Passenger Vehicles,East India,Tata Motors
2023-06-24,359720.15,Passenger Vehicles,East India,Tata Motors
2023-12-08,287574.19,Passenger Vehicles,North India,Tata Motors
2023-06-27,234503.46,Commercial Vehicles,Central India,Tata Motors
2023-12-20,435500.21,Passenger Vehicles,South India,Tata Motors
2023-01-24,430159.60,Service Centers,South India,Tata Motors
2023-06-13,355490.79,Commercial Vehicles,West India,Tata Motors
2023-04-18,129176.25,Spare Parts,North India,Tata Motors
2024-06-11,65040.14,Commercial Vehicles,East India,Tata Motors
2023-07-29,293573.39,Passenger Vehicles,East India,Tata Motors
2024-06-14,164503.98,Spare Parts,Central India,Tata Motors
2023-10-12,350876.09,Commercial Vehicles,West India,Tata Motors
2024-11-21,269319.42,Spare Parts,Central India,Tata Motors
2024-07-05,161299.22,Service Centers,North India,Tata Motors
2023-05-02,429567.43,Spare Parts,West India,Tata Motors
2024-12-19,166820.48,Passenger Vehicles,Central India,Tata Motors
2024-12-29,160025.71,Service Centers,South India,Tata Motors
