date,amount,productCategory,region
2024-08-21,389.73,Electronics,North America
2024-06-20,472.55,Toys,South America
2024-08-14,55.29,Sports,South America
2024-03-23,959.99,Electronics,Europe
2024-08-13,811.09,Home & Garden,Asia
2024-02-09,122.40,Electronics,Europe
2024-07-03,802.96,Electronics,North America
2024-09-12,578.62,Electronics,Australia
2024-01-26,460.44,Toys,Asia
2024-07-12,276.08,Toys,South America
2024-06-06,558.38,Home & Garden,South America
2024-06-27,897.49,Electronics,Asia
2024-11-07,528.38,Electronics,Australia
2024-04-16,701.46,Sports,Australia
2024-08-21,255.96,Electronics,Europe
2024-08-27,169.36,Electronics,Europe
2024-11-07,291.08,Toys,South America
2024-07-15,499.51,Sports,Europe
2024-08-29,64.48,Sports,North America
2024-11-05,621.61,Clothing,Europe
2024-06-20,948.19,Clothing,North America
2024-09-20,358.60,Home & Garden,Asia
2024-01-07,363.77,Home & Garden,North America
2024-01-09,482.78,Toys,Asia
2024-03-25,778.60,Home & Garden,North America
2024-11-05,277.79,Electronics,Australia
2024-05-19,455.78,Home & Garden,Asia
2024-12-20,203.93,Electronics,Asia
2024-07-17,562.92,Sports,South America
2024-04-07,982.87,Sports,Asia
2024-07-29,971.98,Clothing,Europe
2024-10-05,189.95,Toys,North America
2024-03-24,310.38,Home & Garden,Australia
2024-01-12,98.13,Electronics,North America
2024-09-06,44.88,Home & Garden,South America
2024-11-30,469.09,Electronics,Asia
2024-02-02,867.31,Clothing,Europe
2024-05-12,240.68,Toys,Asia
2024-02-20,254.78,Electronics,South America
2024-10-12,64.88,Sports,Australia
2024-03-25,317.97,Sports,Europe
2024-06-24,150.87,Home & Garden,South America
2024-02-07,100.53,Toys,South America
2024-09-09,397.23,Sports,Europe
2024-08-04,87.12,Clothing,North America
2024-08-12,852.77,Home & Garden,South America
2024-10-13,785.01,Clothing,Asia
2024-10-19,38.31,Toys,South America
2024-03-04,21.89,Toys,Europe
2024-11-29,527.74,Electronics,North America
2024-04-22,913.43,Clothing,Europe
2024-08-07,876.19,Toys,North America
2024-11-23,472.29,Home & Garden,North America
2024-09-29,642.73,Home & Garden,Australia
2024-06-10,132.39,Electronics,South America
2024-07-16,469.60,Home & Garden,Europe
2024-04-18,252.46,Electronics,North America
2024-09-23,782.59,Electronics,Australia
2024-02-17,784.54,Clothing,Australia
2024-05-31,178.65,Home & Garden,North America
2024-01-14,119.95,Toys,Asia
2024-03-16,412.29,Sports,Asia
2024-12-21,802.00,Sports,South America
2024-09-23,927.81,Toys,North America
2024-10-09,749.62,Electronics,South America
2024-07-08,932.35,Sports,North America
2024-05-01,876.64,Sports,Asia
2024-06-14,170.97,Toys,North America
2024-07-19,845.15,Electronics,North America
2024-01-21,339.20,Toys,Asia
2024-07-20,869.38,Home & Garden,Europe
2024-12-25,540.79,Sports,North America
2024-05-03,452.76,Electronics,Europe
2024-03-08,77.99,Toys,South America
2024-10-18,749.39,Home & Garden,South America
2024-12-23,864.81,Home & Garden,Australia
2024-08-22,384.89,Clothing,North America
2024-03-20,338.27,Home & Garden,South America
2024-02-27,78.21,Electronics,South America
2024-07-14,407.93,Clothing,North America
2024-10-07,376.58,Sports,North America
2024-03-19,919.92,Toys,South America
2024-12-05,139.68,Electronics,Asia
2024-01-12,140.05,Toys,South America
2024-12-29,268.53,Toys,North America
2024-01-27,759.55,Toys,Europe
2024-05-05,67.56,Electronics,Australia
2024-10-25,651.91,Clothing,Europe
2024-11-12,492.75,Home & Garden,North America
2024-09-29,141.45,Home & Garden,Australia
2024-07-02,205.87,Clothing,Australia
2024-10-29,145.20,Sports,Asia
2024-05-11,727.98,Sports,Europe
2024-10-27,640.73,Toys,Australia
2024-08-11,100.91,Home & Garden,North America
2024-07-22,148.19,Sports,South America
2024-05-23,346.84,Sports,Europe
2024-05-19,43.18,Sports,North America
2024-10-17,344.96,Clothing,Europe
2024-09-03,63.85,Electronics,South America
2024-06-06,591.90,Clothing,Asia
2024-11-09,909.37,Clothing,South America
2024-11-03,849.63,Home & Garden,Asia
2024-12-12,94.67,Home & Garden,Asia
2024-03-03,767.53,Toys,North America
2024-10-20,585.97,Clothing,Australia
2024-11-20,28.21,Electronics,Asia
2024-04-12,545.41,Sports,Asia
2024-02-02,747.22,Toys,Europe
2024-11-10,372.86,Sports,Australia
2024-02-17,63.52,Toys,Australia
2024-06-26,794.17,Sports,Europe
2024-12-30,212.37,Toys,Asia
2024-05-19,65.20,Sports,Australia
2024-08-24,191.35,Toys,Asia
2024-03-06,616.94,Electronics,Australia
2024-09-20,458.10,Electronics,Europe
2024-07-25,336.59,Clothing,Europe
2024-02-22,27.21,Toys,Asia
2024-12-17,998.92,Clothing,South America
2024-12-30,586.84,Toys,Australia
2024-03-17,564.35,Home & Garden,North America
2024-07-27,141.86,Clothing,Australia
2024-04-02,362.70,Home & Garden,Asia
2024-05-09,382.45,Clothing,Asia
2024-10-02,605.91,Clothing,Asia
2024-07-02,384.67,Clothing,Europe
2024-10-20,187.84,Clothing,Asia
2024-03-19,622.92,Sports,South America
2024-03-15,50.39,Electronics,Australia
2024-12-06,840.62,Sports,Asia
2024-07-10,712.34,Home & Garden,North America
2024-03-09,103.34,Toys,Europe
2024-11-09,843.04,Clothing,Europe
2024-10-22,232.28,Electronics,Asia
2024-10-05,110.91,Toys,South America
2024-05-03,384.67,Home & Garden,North America
2024-06-19,291.17,Clothing,Asia
2024-03-12,465.09,Toys,Asia
2024-01-11,386.52,Sports,Australia
2024-07-11,582.87,Electronics,Asia
2024-11-09,725.09,Toys,South America
2024-01-18,865.67,Electronics,North America
2024-05-01,290.36,Sports,North America
2024-03-14,152.09,Clothing,Asia
2024-11-13,185.79,Clothing,South America
2024-01-08,723.16,Home & Garden,North America
2024-03-06,774.96,Clothing,North America
2024-04-26,789.64,Clothing,Europe
2024-10-20,168.32,Toys,Asia
2024-03-31,725.09,Sports,Australia
2024-05-18,144.70,Electronics,Europe
2024-10-31,492.76,Home & Garden,South America
2024-06-24,173.19,Toys,Australia
2024-10-06,670.87,Home & Garden,Asia
2024-12-22,795.29,Toys,Australia
2024-08-30,196.87,Electronics,North America
2024-12-30,866.21,Sports,North America
2024-12-04,929.64,Home & Garden,South America
2024-05-06,251.83,Electronics,Asia
2024-04-04,396.90,Home & Garden,Asia
2024-01-02,877.20,Clothing,South America
2024-03-29,581.66,Electronics,Australia
2024-04-30,439.57,Electronics,South America
2024-09-09,858.17,Toys,Europe
2024-10-03,889.33,Clothing,South America
2024-07-03,273.05,Clothing,Europe
2024-11-18,233.73,Sports,Europe
2024-08-19,360.71,Clothing,Europe
2024-05-07,161.36,Home & Garden,North America
2024-04-21,254.36,Sports,Asia
2024-03-23,879.02,Clothing,Europe
2024-12-25,253.60,Toys,Asia
2024-06-22,852.05,Home & Garden,North America
2024-12-30,819.24,Toys,Asia
2024-12-29,738.42,Sports,Europe
2024-05-08,637.48,Sports,Europe
2024-01-24,406.27,Electronics,Europe
2024-04-12,354.47,Sports,Europe
2024-11-29,610.54,Sports,Australia
2024-08-21,388.45,Clothing,North America
2024-12-09,660.17,Electronics,Australia
2024-08-12,462.11,Toys,Australia
2024-11-20,392.57,Clothing,Asia
2024-03-02,373.79,Toys,Asia
2024-07-18,927.65,Toys,North America
2024-08-19,829.72,Electronics,North America
2024-06-06,225.55,Electronics,North America
2024-06-04,505.70,Toys,Europe
2024-01-20,607.59,Clothing,North America
2024-03-07,333.31,Clothing,North America
2024-10-15,416.41,Home & Garden,Australia
2024-07-15,20.41,Electronics,Asia
2024-02-20,447.69,Toys,North America
2024-05-12,994.68,Clothing,North America
2024-06-26,811.97,Electronics,North America
2024-09-21,694.70,Sports,Australia
2024-05-13,782.87,Sports,North America
2024-12-23,405.47,Sports,Australia
2024-04-05,244.44,Toys,Europe
2024-11-05,793.99,Sports,South America
2024-12-06,79.59,Toys,Europe
2024-10-11,81.38,Sports,Asia
2024-01-09,43.96,Clothing,South America
2024-09-14,137.12,Electronics,South America
2024-03-30,836.99,Clothing,Europe
2024-12-02,844.28,Clothing,North America
2024-08-30,535.86,Clothing,South America
2024-05-05,984.86,Home & Garden,Asia
2024-05-03,255.30,Electronics,Europe
2024-07-12,290.25,Clothing,Asia
2024-02-13,60.65,Clothing,South America
2024-07-21,133.29,Electronics,South America
2024-08-24,214.56,Home & Garden,South America
2024-06-08,932.33,Home & Garden,Asia
2024-09-11,421.01,Sports,Europe
2024-06-03,58.98,Electronics,South America
2024-05-10,619.63,Sports,Asia
2024-05-16,38.88,Sports,Australia
2024-07-24,140.12,Sports,Asia
2024-11-07,898.91,Sports,Asia
2024-07-19,586.16,Toys,South America
2024-03-12,704.78,Home & Garden,Europe
2024-05-15,518.00,Clothing,Australia
2024-05-01,712.73,Sports,Asia
2024-08-16,478.50,Electronics,Australia
2024-10-07,161.88,Clothing,Australia
2024-10-12,382.89,Electronics,Europe
2024-01-08,747.31,Clothing,North America
2024-03-25,614.81,Toys,Australia
2024-12-26,810.68,Electronics,North America
2024-03-20,335.78,Toys,South America
2024-12-16,872.50,Home & Garden,Asia
2024-10-10,870.92,Toys,Australia
2024-03-17,393.62,Home & Garden,Asia
2024-08-31,955.06,Toys,South America
2024-04-02,479.13,Toys,Europe
2024-11-05,456.57,Toys,North America
2024-02-16,166.36,Sports,Asia
2024-05-24,656.01,Home & Garden,Europe
2024-02-10,203.31,Electronics,Australia
2024-10-22,847.92,Home & Garden,South America
2024-04-22,393.43,Home & Garden,North America
2024-09-26,878.97,Home & Garden,Asia
2024-12-02,29.58,Sports,South America
2024-01-17,116.40,Sports,North America
2024-06-11,824.78,Clothing,Asia
2024-07-26,435.88,Toys,Europe
2024-10-06,379.11,Clothing,North America
2024-06-10,170.03,Home & Garden,Australia
2024-03-30,755.54,Toys,Asia
2024-06-03,149.16,Toys,South America
2024-03-07,365.09,Home & Garden,Asia
2024-10-17,332.79,Electronics,South America
2024-12-05,523.15,Clothing,Australia
2024-04-18,553.57,Toys,Europe
2024-02-26,765.54,Home & Garden,North America
2024-03-03,653.48,Home & Garden,South America
2024-01-29,171.96,Toys,North America
2024-05-28,677.95,Toys,Asia
2024-10-20,532.12,Clothing,Australia
2024-09-14,602.42,Home & Garden,North America
2024-10-17,160.48,Clothing,Asia
2024-07-11,683.26,Electronics,South America
2024-04-24,276.26,Toys,South America
2024-12-26,662.46,Sports,Europe
2024-05-04,994.25,Sports,North America
2024-10-08,384.55,Clothing,Australia
2024-12-28,989.73,Toys,Australia
2024-04-01,665.44,Toys,Europe
2024-04-18,11.35,Toys,Europe
2024-05-30,803.71,Home & Garden,South America
2024-05-03,693.00,Toys,Europe
2024-03-29,521.08,Sports,Australia
2024-01-04,441.38,Sports,South America
2024-10-01,458.42,Toys,North America
2024-04-13,984.85,Toys,Europe
2024-09-16,979.81,Clothing,Europe
2024-11-21,366.36,Clothing,Europe
2024-09-18,427.06,Electronics,Europe
2024-03-19,289.20,Clothing,South America
2024-02-05,866.36,Home & Garden,Australia
2024-04-02,739.54,Toys,South America
2024-06-28,666.70,Toys,Australia
2024-03-26,420.12,Clothing,Europe
2024-04-14,912.47,Clothing,Australia
2024-08-26,236.81,Electronics,Europe
2024-05-10,214.35,Sports,Europe
2024-07-30,735.27,Home & Garden,South America
2024-01-24,38.14,Sports,Europe
2024-06-22,281.38,Home & Garden,Australia
2024-12-18,868.65,Toys,Australia
2024-09-24,960.74,Electronics,South America
2024-12-20,167.33,Home & Garden,Australia
2024-04-27,796.88,Electronics,North America
2024-10-17,848.86,Electronics,North America
2024-07-14,983.29,Clothing,South America
2024-09-15,782.94,Clothing,Europe
2024-03-21,148.05,Toys,Europe
2024-03-06,297.35,Home & Garden,South America
2024-11-10,873.28,Sports,Europe
2024-01-10,380.82,Electronics,Australia
2024-07-18,766.35,Sports,Australia
2024-11-05,34.13,Home & Garden,Europe
2024-09-26,712.96,Clothing,North America
2024-01-26,778.71,Electronics,North America
2024-10-23,662.38,Sports,North America
2024-03-10,42.14,Sports,South America
2024-01-14,683.13,Electronics,Asia
2024-06-28,523.56,Electronics,South America
2024-09-25,702.41,Home & Garden,North America
2024-09-24,601.17,Sports,Australia
2024-02-05,173.68,Home & Garden,South America
2024-12-29,645.05,Sports,Asia
2024-04-18,914.32,Toys,Australia
2024-04-08,722.73,Clothing,Europe
2024-11-19,636.13,Clothing,Australia
2024-02-19,62.59,Electronics,Australia
2024-03-29,471.54,Home & Garden,North America
2024-10-17,71.10,Electronics,North America
2024-09-02,537.64,Clothing,Australia
2024-03-14,812.57,Home & Garden,Asia
2024-05-01,511.28,Sports,South America
2024-01-14,956.32,Toys,Asia
2024-05-17,138.50,Toys,Asia
2024-01-04,48.09,Electronics,South America
2024-11-26,240.70,Toys,South America
2024-03-10,878.89,Clothing,Europe
2024-07-09,978.75,Toys,South America
2024-09-15,881.76,Electronics,North America
2024-10-23,848.21,Sports,North America
2024-11-07,584.26,Clothing,North America
2024-04-30,67.10,Electronics,North America
2024-07-14,792.82,Home & Garden,South America
2024-03-08,14.39,Home & Garden,North America
2024-08-23,519.90,Electronics,Europe
2024-02-09,507.64,Home & Garden,North America
2024-02-14,597.55,Electronics,South America
2024-03-27,602.31,Electronics,South America
2024-11-12,553.83,Clothing,Europe
2024-06-27,856.54,Electronics,North America
2024-03-26,833.14,Toys,Australia
2024-03-27,172.89,Toys,Australia
2024-10-07,457.29,Home & Garden,North America
2024-02-22,682.18,Clothing,South America
2024-10-20,243.62,Clothing,Asia
2024-11-16,266.02,Sports,Asia
2024-03-07,916.64,Home & Garden,South America
2024-11-02,24.89,Home & Garden,Australia
2024-07-15,76.38,Home & Garden,Europe
2024-03-02,282.70,Toys,Asia
2024-09-07,701.51,Electronics,North America
2024-11-29,614.05,Electronics,Asia
2024-07-14,915.53,Home & Garden,Europe
2024-03-21,878.33,Home & Garden,North America
2024-06-24,153.63,Clothing,Europe
2024-05-30,449.72,Home & Garden,Australia
2024-06-29,262.03,Home & Garden,South America
2024-07-25,442.10,Sports,South America
2024-03-24,58.65,Clothing,Australia
2024-03-29,384.79,Clothing,Europe
2024-08-16,666.29,Electronics,South America
2024-09-23,246.07,Home & Garden,Asia
2024-03-30,871.86,Electronics,Asia
2024-03-07,781.34,Sports,Australia
2024-12-17,581.60,Electronics,Australia
2024-10-31,416.04,Electronics,South America
2024-02-18,504.87,Electronics,Australia
2024-01-27,653.77,Home & Garden,South America
2024-11-24,235.89,Sports,Australia
2024-02-03,287.50,Clothing,Australia
2024-08-01,729.64,Electronics,North America
2024-05-03,289.05,Clothing,Europe
2024-08-28,97.32,Electronics,Asia
2024-04-24,233.20,Home & Garden,Australia
2024-06-19,653.49,Electronics,Australia
2024-06-12,185.48,Clothing,Australia
2024-10-02,163.25,Home & Garden,South America
2024-10-23,740.36,Toys,South America
2024-03-28,201.49,Clothing,South America
2024-08-23,856.58,Sports,Australia
2024-04-25,267.16,Electronics,Asia
2024-12-06,349.44,Home & Garden,Australia
2024-05-05,810.93,Sports,Europe
2024-07-27,318.52,Electronics,Asia
2024-12-20,859.16,Clothing,Asia
2024-08-12,206.77,Toys,South America
2024-08-18,132.13,Electronics,North America
2024-08-13,951.81,Sports,North America
2024-01-02,564.18,Home & Garden,North America
2024-10-01,638.66,Electronics,South America
2024-02-25,740.83,Sports,Australia
2024-06-25,190.96,Electronics,Australia
2024-09-08,768.62,Home & Garden,South America
2024-09-08,314.23,Clothing,South America
2024-02-23,922.91,Clothing,South America
2024-08-18,926.12,Home & Garden,North America
2024-01-21,826.67,Sports,Europe
2024-06-24,772.51,Sports,North America
2024-12-06,639.04,Toys,North America
2024-11-16,937.45,Clothing,South America
2024-06-06,49.94,Toys,South America
2024-05-07,62.37,Sports,South America
2024-12-29,540.92,Home & Garden,North America
2024-04-30,223.28,Clothing,Europe
2024-04-23,938.14,Clothing,South America
2024-02-26,654.08,Electronics,North America
2024-05-05,136.18,Sports,Australia
2024-12-25,896.17,Toys,North America
2024-10-23,378.77,Home & Garden,South America
2024-01-26,431.47,Electronics,Europe
2024-12-01,673.91,Sports,Asia
2024-05-31,322.00,Toys,Europe
2024-08-18,622.43,Electronics,North America
2024-09-27,912.37,Home & Garden,Australia
2024-04-10,471.18,Clothing,North America
2024-04-23,952.16,Home & Garden,North America
2024-11-23,370.25,Toys,Australia
2024-07-25,717.07,Toys,Asia
2024-03-01,198.67,Toys,Asia
2024-06-06,715.55,Home & Garden,South America
2024-12-15,679.32,Sports,South America
2024-07-22,498.79,Sports,Asia
2024-11-03,953.23,Clothing,Australia
2024-02-27,926.77,Clothing,South America
2024-03-16,536.09,Electronics,North America
2024-11-01,425.42,Sports,North America
2024-04-08,632.85,Toys,Australia
2024-10-10,918.76,Home & Garden,Europe
2024-05-08,609.01,Clothing,South America
2024-05-21,801.26,Home & Garden,Australia
2024-03-04,379.68,Sports,Australia
2024-04-06,617.45,Home & Garden,South America
2024-04-22,34.31,Home & Garden,North America
2024-04-24,116.04,Toys,Europe
2024-04-21,697.31,Sports,Australia
2024-06-15,771.08,Electronics,South America
2024-03-06,702.59,Home & Garden,South America
2024-05-29,729.82,Home & Garden,Asia
2024-01-29,727.76,Sports,South America
2024-10-17,58.90,Toys,North America
2024-05-26,473.63,Toys,North America
2024-09-18,833.40,Home & Garden,Europe
2024-10-04,595.76,Clothing,Europe
2024-07-14,476.64,Toys,Asia
2024-04-19,557.57,Sports,North America
2024-07-16,54.11,Clothing,Europe
2024-03-08,533.64,Toys,Australia
2024-11-16,698.65,Clothing,Asia
2024-07-19,668.91,Clothing,North America
2024-11-07,736.78,Toys,Australia
2024-07-23,665.23,Toys,Australia
2024-01-29,10.93,Home & Garden,North America
2024-08-03,219.98,Sports,South America
2024-03-13,670.23,Toys,North America
2024-07-14,365.69,Sports,Europe
2024-08-16,331.60,Toys,Europe
2024-10-07,337.64,Toys,Europe
2024-11-12,196.73,Electronics,Asia
2024-02-15,563.12,Toys,Europe
2024-03-30,404.93,Electronics,South America
2024-04-19,675.72,Electronics,South America
2024-01-22,110.17,Toys,South America
2024-02-01,364.25,Electronics,North America
2024-06-01,162.87,Clothing,Australia
2024-07-29,67.62,Clothing,Asia
2024-05-29,480.41,Clothing,South America
2024-06-17,884.02,Sports,South America
2024-04-17,384.95,Sports,North America
2024-08-19,938.94,Home & Garden,Australia
2024-04-14,495.02,Sports,North America
2024-10-15,264.92,Sports,South America
2024-07-20,907.58,Electronics,North America
2024-11-22,703.90,Clothing,South America
2024-02-01,867.00,Electronics,North America
2024-08-26,81.00,Home & Garden,Australia
2024-12-22,475.70,Sports,Europe
2024-02-14,46.97,Electronics,Asia
2024-09-19,36.33,Home & Garden,Australia
2024-02-28,307.38,Clothing,North America
2024-01-26,135.11,Sports,North America
2024-05-29,563.98,Clothing,North America
2024-01-10,36.79,Sports,North America
2024-02-28,293.12,Toys,Europe
2024-10-16,556.21,Clothing,Europe
2024-03-18,932.96,Home & Garden,Europe
