date,amount,productCategory,region,company
2023-10-23,387347.32,Foods & Refreshments,East India,Hindustan Unilever
2024-04-15,306820.10,Beauty & Personal Care,North India,Hindustan Unilever
2024-05-29,177657.29,Home Care,East India,Hindustan Unilever
2023-01-15,379444.16,Home Care,North India,Hindustan Unilever
2024-03-17,511795.01,Beauty & Personal Care,Central India,Hindustan Unilever
2023-06-22,85848.37,Foods & Refreshments,East India,Hindustan Unilever
2023-10-20,335302.14,Beauty & Personal Care,South India,Hindustan Unilever
2024-02-11,359187.73,Home Care,South India,Hindustan Unilever
2024-01-27,536408.01,Foods & Refreshments,South India,Hindustan Unilever
2024-07-11,190829.79,Beauty & Personal Care,Central India,Hindustan Unilever
2023-04-07,116612.95,Home Care,East India,Hindustan Unilever
2024-01-22,534187.31,Home Care,North India,Hindustan Unilever
2024-06-26,497831.54,Foods & Refreshments,North India,Hindustan Unilever
2023-01-23,50615.55,Beauty & Personal Care,West India,Hindustan Unilever
2023-03-10,410931.70,Beauty & Personal Care,East India,Hindustan Unilever
2024-03-21,335662.73,Home Care,Central India,Hindustan Unilever
2024-10-01,219706.01,Home Care,South India,Hindustan Unilever
2024-09-27,425047.11,Foods & Refreshments,South India,Hindustan Unilever
2023-07-03,226819.46,Foods & Refreshments,North India,Hindustan Unilever
2023-03-25,446626.59,Foods & Refreshments,North India,Hindustan Unilever
2024-11-03,375412.47,Foods & Refreshments,North India,Hindustan Unilever
2023-12-12,59033.71,Beauty & Personal Care,West India,Hindustan Unilever
2023-11-20,446482.59,Home Care,East India,Hindustan Unilever
2023-05-29,412317.15,Beauty & Personal Care,North India,Hindustan Unilever
2024-07-24,245944.71,Beauty & Personal Care,East India,Hindustan Unilever
2024-11-12,87504.82,Foods & Refreshments,North India,Hindustan Unilever
2024-07-27,480321.29,Foods & Refreshments,Central India,Hindustan Unilever
2023-06-12,101818.18,Foods & Refreshments,North India,Hindustan Unilever
2023-04-08,192034.61,Home Care,North India,Hindustan Unilever
2023-09-28,143545.75,Beauty & Personal Care,South India,Hindustan Unilever
2023-09-22,53013.40,Home Care,Central India,Hindustan Unilever
2024-09-16,535689.57,Home Care,West India,Hindustan Unilever
2023-11-11,506316.73,Home Care,North India,Hindustan Unilever
2023-09-24,318222.68,Beauty & Personal Care,North India,Hindustan Unilever
2024-04-05,453437.03,Beauty & Personal Care,East India,Hindustan Unilever
2023-05-10,101105.76,Home Care,Central India,Hindustan Unilever
2023-11-12,141357.50,Foods & Refreshments,East India,Hindustan Unilever
2023-03-30,114605.85,Beauty & Personal Care,West India,Hindustan Unilever
2024-12-21,506278.60,Home Care,North India,Hindustan Unilever
2023-01-24,154854.06,Foods & Refreshments,Central India,Hindustan Unilever
2024-03-14,521487.73,Home Care,East India,Hindustan Unilever
2023-05-30,294364.27,Home Care,East India,Hindustan Unilever
2024-02-01,54557.43,Home Care,West India,Hindustan Unilever
2024-07-21,498904.93,Beauty & Personal Care,East India,Hindustan Unilever
2023-06-10,94545.33,Foods & Refreshments,West India,Hindustan Unilever
2024-05-09,110717.77,Foods & Refreshments,Central India,Hindustan Unilever
2023-05-13,186197.06,Beauty & Personal Care,South India,Hindustan Unilever
2023-10-24,410660.88,Beauty & Personal Care,West India,Hindustan Unilever
2024-03-26,277841.86,Home Care,West India,Hindustan Unilever
2023-08-18,366931.74,Foods & Refreshments,North India,Hindustan Unilever
2023-09-10,549477.48,Foods & Refreshments,West India,Hindustan Unilever
2024-09-21,202174.55,Beauty & Personal Care,East India,Hindustan Unilever
2024-12-18,244897.99,Foods & Refreshments,North India,Hindustan Unilever
2023-01-02,448523.92,Beauty & Personal Care,South India,Hindustan Unilever
2023-05-24,455102.00,Beauty & Personal Care,West India,Hindustan Unilever
2023-09-04,331904.48,Home Care,Central India,Hindustan Unilever
2023-05-22,511087.65,Foods & Refreshments,West India,Hindustan Unilever
2024-10-24,515640.29,Beauty & Personal Care,North India,Hindustan Unilever
2023-07-03,505550.11,Foods & Refreshments,West India,Hindustan Unilever
2023-10-09,134528.26,Beauty & Personal Care,North India,Hindustan Unilever
2024-10-08,451923.67,Home Care,East India,Hindustan Unilever
2024-01-29,198162.45,Foods & Refreshments,Central India,Hindustan Unilever
2024-07-14,394694.83,Beauty & Personal Care,West India,Hindustan Unilever
2024-04-06,544015.91,Home Care,Central India,Hindustan Unilever
2024-01-16,80413.17,Foods & Refreshments,North India,Hindustan Unilever
2023-08-09,381885.15,Home Care,West India,Hindustan Unilever
2023-02-03,225249.92,Foods & Refreshments,South India,Hindustan Unilever
2024-09-19,413013.82,Beauty & Personal Care,West India,Hindustan Unilever
2023-01-13,116623.54,Beauty & Personal Care,North India,Hindustan Unilever
2023-05-26,383471.10,Beauty & Personal Care,Central India,Hindustan Unilever
2024-04-19,499419.12,Home Care,North India,Hindustan Unilever
2023-08-18,99447.92,Beauty & Personal Care,Central India,Hindustan Unilever
2024-05-06,356244.07,Home Care,West India,Hindustan Unilever
2024-03-11,236315.38,Foods & Refreshments,Central India,Hindustan Unilever
2023-03-21,491741.65,Beauty & Personal Care,West India,Hindustan Unilever
2024-10-25,83192.47,Home Care,West India,Hindustan Unilever
2024-02-07,485666.55,Beauty & Personal Care,East India,Hindustan Unilever
2024-01-15,218765.03,Foods & Refreshments,East India,Hindustan Unilever
2023-10-17,103825.49,Foods & Refreshments,East India,Hindustan Unilever
2023-10-26,235532.70,Home Care,Central India,Hindustan Unilever
2023-08-17,79698.71,Home Care,North India,Hindustan Unilever
2024-02-17,419594.64,Foods & Refreshments,West India,Hindustan Unilever
2024-06-27,207519.83,Foods & Refreshments,South India,Hindustan Unilever
2023-03-29,219826.87,Home Care,South India,Hindustan Unilever
2024-06-12,175385.41,Home Care,North India,Hindustan Unilever
2023-11-10,272519.71,Foods & Refreshments,West India,Hindustan Unilever
2024-07-02,251416.14,Beauty & Personal Care,South India,Hindustan Unilever
2024-07-13,498052.31,Foods & Refreshments,North India,Hindustan Unilever
2024-07-03,490532.80,Foods & Refreshments,West India,Hindustan Unilever
2023-08-06,337967.47,Home Care,East India,Hindustan Unilever
2024-11-09,243308.77,Beauty & Personal Care,North India,Hindustan Unilever
2023-07-24,305308.68,Foods & Refreshments,East India,Hindustan Unilever
2024-11-20,455213.82,Home Care,East India,Hindustan Unilever
2023-01-22,335051.11,Beauty & Personal Care,West India,Hindustan Unilever
2023-03-28,123464.37,Foods & Refreshments,North India,Hindustan Unilever
2024-02-24,537579.48,Foods & Refreshments,West India,Hindustan Unilever
2023-03-07,510630.26,Foods & Refreshments,West India,Hindustan Unilever
2023-12-12,175124.49,Home Care,Central India,Hindustan Unilever
2023-09-22,409632.62,Beauty & Personal Care,East India,Hindustan Unilever
2024-04-03,229746.48,Home Care,West India,Hindustan Unilever
2023-08-08,203091.79,Home Care,South India,Hindustan Unilever
2023-12-30,518474.14,Beauty & Personal Care,Central India,Hindustan Unilever
2024-11-13,514734.31,Beauty & Personal Care,East India,Hindustan Unilever
2023-08-27,187331.94,Foods & Refreshments,West India,Hindustan Unilever
2023-10-22,278173.05,Home Care,West India,Hindustan Unilever
2023-11-21,424603.54,Home Care,West India,Hindustan Unilever
2023-10-29,380152.57,Foods & Refreshments,East India,Hindustan Unilever
2023-07-10,259186.89,Foods & Refreshments,Central India,Hindustan Unilever
2024-04-10,528017.85,Foods & Refreshments,West India,Hindustan Unilever
2024-11-22,73215.13,Beauty & Personal Care,Central India,Hindustan Unilever
2024-05-25,118161.21,Foods & Refreshments,West India,Hindustan Unilever
2024-07-30,410731.95,Home Care,East India,Hindustan Unilever
2023-06-30,80012.88,Foods & Refreshments,South India,Hindustan Unilever
2023-11-05,202608.60,Home Care,Central India,Hindustan Unilever
2024-02-23,77083.53,Foods & Refreshments,Central India,Hindustan Unilever
2023-07-27,188247.13,Foods & Refreshments,Central India,Hindustan Unilever
2024-12-09,454801.91,Beauty & Personal Care,Central India,Hindustan Unilever
2023-06-19,257190.91,Home Care,West India,Hindustan Unilever
2024-01-05,129895.86,Home Care,Central India,Hindustan Unilever
2024-07-23,303424.92,Home Care,East India,Hindustan Unilever
2024-06-04,269379.38,Beauty & Personal Care,South India,Hindustan Unilever
2024-09-25,213552.09,Beauty & Personal Care,North India,Hindustan Unilever
2023-11-21,279254.13,Beauty & Personal Care,East India,Hindustan Unilever
2023-03-21,377392.83,Home Care,East India,Hindustan Unilever
2023-07-19,248967.80,Beauty & Personal Care,North India,Hindustan Unilever
2024-02-27,493617.49,Beauty & Personal Care,North India,Hindustan Unilever
2024-12-13,318910.08,Home Care,North India,Hindustan Unilever
2023-08-11,89071.10,Home Care,West India,Hindustan Unilever
2023-04-16,354481.09,Foods & Refreshments,North India,Hindustan Unilever
2024-02-23,283896.79,Home Care,South India,Hindustan Unilever
2024-07-14,209916.34,Foods & Refreshments,North India,Hindustan Unilever
2024-08-22,118715.69,Home Care,Central India,Hindustan Unilever
2024-02-26,476084.80,Beauty & Personal Care,North India,Hindustan Unilever
2024-03-31,329661.01,Home Care,West India,Hindustan Unilever
2024-04-26,368366.34,Beauty & Personal Care,South India,Hindustan Unilever
2024-08-13,344780.98,Beauty & Personal Care,South India,Hindustan Unilever
2024-07-01,413625.12,Foods & Refreshments,Central India,Hindustan Unilever
2023-04-22,477989.31,Beauty & Personal Care,Central India,Hindustan Unilever
2024-05-05,486711.76,Beauty & Personal Care,East India,Hindustan Unilever
2024-06-11,498511.83,Beauty & Personal Care,East India,Hindustan Unilever
2024-09-19,421873.50,Beauty & Personal Care,South India,Hindustan Unilever
2023-11-15,170096.45,Beauty & Personal Care,Central India,Hindustan Unilever
2024-05-16,61370.80,Foods & Refreshments,South India,Hindustan Unilever
2024-01-26,227171.03,Home Care,Central India,Hindustan Unilever
2023-09-29,73554.72,Foods & Refreshments,Central India,Hindustan Unilever
2024-12-29,262766.78,Beauty & Personal Care,North India,Hindustan Unilever
2023-05-30,407868.34,Beauty & Personal Care,East India,Hindustan Unilever
2023-02-21,149314.19,Foods & Refreshments,North India,Hindustan Unilever
2023-11-30,305299.57,Beauty & Personal Care,South India,Hindustan Unilever
2023-10-18,377859.44,Foods & Refreshments,West India,Hindustan Unilever
2024-01-22,273506.65,Foods & Refreshments,South India,Hindustan Unilever
2024-10-19,429561.15,Beauty & Personal Care,East India,Hindustan Unilever
2024-10-16,503501.01,Home Care,North India,Hindustan Unilever
2024-05-16,318214.65,Home Care,North India,Hindustan Unilever
2024-07-25,398811.83,Home Care,North India,Hindustan Unilever
2023-11-28,128456.25,Foods & Refreshments,Central India,Hindustan Unilever
2024-03-17,369077.25,Home Care,East India,Hindustan Unilever
2023-10-17,468792.53,Home Care,Central India,Hindustan Unilever
2024-05-08,528752.47,Foods & Refreshments,Central India,Hindustan Unilever
2024-04-01,233919.56,Beauty & Personal Care,East India,Hindustan Unilever
2024-05-27,468198.65,Foods & Refreshments,Central India,Hindustan Unilever
2024-12-26,456948.98,Home Care,West India,Hindustan Unilever
2023-06-02,117680.58,Home Care,West India,Hindustan Unilever
2023-05-08,410716.59,Beauty & Personal Care,Central India,Hindustan Unilever
2024-04-22,337275.82,Beauty & Personal Care,East India,Hindustan Unilever
2024-05-06,485849.31,Foods & Refreshments,South India,Hindustan Unilever
2023-12-20,348554.11,Home Care,North India,Hindustan Unilever
2024-06-01,467334.57,Beauty & Personal Care,Central India,Hindustan Unilever
2024-01-27,223365.77,Foods & Refreshments,West India,Hindustan Unilever
2024-03-11,56981.45,Foods & Refreshments,West India,Hindustan Unilever
2024-10-27,327876.53,Beauty & Personal Care,North India,Hindustan Unilever
2024-03-23,433482.71,Beauty & Personal Care,South India,Hindustan Unilever
2023-08-18,111848.47,Beauty & Personal Care,West India,Hindustan Unilever
2024-01-11,84884.93,Foods & Refreshments,Central India,Hindustan Unilever
2024-02-26,333643.36,Foods & Refreshments,West India,Hindustan Unilever
2024-05-22,443964.82,Foods & Refreshments,Central India,Hindustan Unilever
2024-02-20,405236.04,Home Care,South India,Hindustan Unilever
2023-03-05,375959.95,Home Care,West India,Hindustan Unilever
2024-02-08,542769.29,Home Care,South India,Hindustan Unilever
2023-06-03,422882.36,Beauty & Personal Care,Central India,Hindustan Unilever
2024-09-16,367613.81,Home Care,West India,Hindustan Unilever
2023-10-13,496732.66,Home Care,South India,Hindustan Unilever
2023-02-18,352809.05,Beauty & Personal Care,South India,Hindustan Unilever
2023-05-27,528542.07,Home Care,North India,Hindustan Unilever
2023-08-17,346339.32,Beauty & Personal Care,Central India,Hindustan Unilever
2023-12-06,188694.87,Beauty & Personal Care,South India,Hindustan Unilever
2023-06-15,381988.26,Beauty & Personal Care,South India,Hindustan Unilever
2023-11-04,184753.91,Foods & Refreshments,North India,Hindustan Unilever
2023-05-12,530231.87,Foods & Refreshments,South India,Hindustan Unilever
2023-04-17,543180.79,Beauty & Personal Care,North India,Hindustan Unilever
2024-11-10,78974.00,Beauty & Personal Care,West India,Hindustan Unilever
2024-06-24,513367.40,Foods & Refreshments,South India,Hindustan Unilever
2023-03-26,418219.25,Home Care,South India,Hindustan Unilever
2024-02-21,500939.43,Foods & Refreshments,South India,Hindustan Unilever
2023-08-27,453362.08,Foods & Refreshments,North India,Hindustan Unilever
2024-10-25,350908.00,Beauty & Personal Care,South India,Hindustan Unilever
2024-12-10,350050.95,Home Care,East India,Hindustan Unilever
2024-08-22,545372.28,Foods & Refreshments,North India,Hindustan Unilever
2024-12-15,515994.36,Home Care,West India,Hindustan Unilever
2023-07-06,220067.47,Beauty & Personal Care,East India,Hindustan Unilever
2023-09-30,339949.58,Home Care,West India,Hindustan Unilever
2024-03-20,280314.20,Beauty & Personal Care,South India,Hindustan Unilever
2024-02-15,320544.72,Home Care,Central India,Hindustan Unilever
2023-12-14,202801.80,Home Care,East India,Hindustan Unilever
2023-10-05,406898.57,Beauty & Personal Care,West India,Hindustan Unilever
2023-04-12,394426.41,Home Care,West India,Hindustan Unilever
2024-11-10,393681.98,Home Care,South India,Hindustan Unilever
2023-08-01,276962.47,Foods & Refreshments,West India,Hindustan Unilever
2024-03-11,457110.68,Home Care,East India,Hindustan Unilever
2024-11-27,246976.78,Home Care,West India,Hindustan Unilever
2023-01-28,166552.21,Foods & Refreshments,East India,Hindustan Unilever
2024-07-30,235992.90,Home Care,Central India,Hindustan Unilever
2024-06-06,273474.97,Home Care,East India,Hindustan Unilever
2024-03-27,249330.83,Home Care,East India,Hindustan Unilever
2024-02-23,423720.79,Home Care,East India,Hindustan Unilever
2023-11-06,121603.61,Beauty & Personal Care,East India,Hindustan Unilever
2023-06-12,543114.01,Home Care,South India,Hindustan Unilever
2024-04-10,376718.28,Home Care,East India,Hindustan Unilever
2023-06-05,374653.80,Foods & Refreshments,East India,Hindustan Unilever
2023-03-28,412581.84,Beauty & Personal Care,Central India,Hindustan Unilever
2023-10-18,178999.29,Home Care,Central India,Hindustan Unilever
2023-05-20,187288.31,Home Care,Central India,Hindustan Unilever
2023-01-03,451015.53,Foods & Refreshments,West India,Hindustan Unilever
2023-03-31,475528.79,Foods & Refreshments,East India,Hindustan Unilever
2024-01-02,352549.04,Home Care,North India,Hindustan Unilever
2024-12-12,328328.92,Home Care,Central India,Hindustan Unilever
2023-02-03,122167.45,Foods & Refreshments,North India,Hindustan Unilever
2024-12-30,133938.05,Foods & Refreshments,West India,Hindustan Unilever
2023-07-23,428331.18,Beauty & Personal Care,East India,Hindustan Unilever
2024-12-24,173909.37,Beauty & Personal Care,West India,Hindustan Unilever
2023-12-05,441994.03,Home Care,North India,Hindustan Unilever
2023-01-12,520569.84,Home Care,South India,Hindustan Unilever
2024-10-17,417554.14,Foods & Refreshments,North India,Hindustan Unilever
2023-11-03,519375.88,Foods & Refreshments,West India,Hindustan Unilever
2024-01-02,538089.25,Foods & Refreshments,South India,Hindustan Unilever
2023-04-26,389492.42,Home Care,West India,Hindustan Unilever
2024-02-26,269161.65,Beauty & Personal Care,North India,Hindustan Unilever
2023-01-18,263298.23,Foods & Refreshments,West India,Hindustan Unilever
2023-09-21,387698.59,Beauty & Personal Care,Central India,Hindustan Unilever
2023-02-22,193708.80,Beauty & Personal Care,South India,Hindustan Unilever
2023-12-01,544782.85,Foods & Refreshments,East India,Hindustan Unilever
2023-10-29,210042.69,Home Care,North India,Hindustan Unilever
2024-07-10,235953.35,Foods & Refreshments,East India,Hindustan Unilever
2023-03-13,411173.88,Foods & Refreshments,North India,Hindustan Unilever
2023-12-15,206152.53,Foods & Refreshments,East India,Hindustan Unilever
2024-12-19,521121.04,Beauty & Personal Care,East India,Hindustan Unilever
2023-10-21,114289.02,Foods & Refreshments,North India,Hindustan Unilever
2023-11-01,536343.96,Home Care,South India,Hindustan Unilever
2023-06-01,451031.96,Home Care,West India,Hindustan Unilever
2023-08-19,453256.37,Beauty & Personal Care,South India,Hindustan Unilever
2023-07-27,152732.96,Beauty & Personal Care,East India,Hindustan Unilever
2024-04-10,349677.75,Foods & Refreshments,Central India,Hindustan Unilever
2024-11-11,168993.42,Home Care,North India,Hindustan Unilever
2024-05-04,513954.65,Foods & Refreshments,South India,Hindustan Unilever
2023-10-26,328826.34,Foods & Refreshments,East India,Hindustan Unilever
2024-03-18,253447.19,Home Care,South India,Hindustan Unilever
2024-12-23,526413.09,Beauty & Personal Care,West India,Hindustan Unilever
2024-03-08,426830.40,Foods & Refreshments,North India,Hindustan Unilever
2023-04-05,301311.11,Home Care,East India,Hindustan Unilever
2024-12-02,110522.65,Home Care,East India,Hindustan Unilever
2024-12-09,78551.43,Home Care,East India,Hindustan Unilever
2023-07-24,292846.33,Home Care,North India,Hindustan Unilever
2024-10-07,219295.71,Home Care,North India,Hindustan Unilever
2024-07-22,264071.25,Home Care,North India,Hindustan Unilever
2023-04-20,268933.54,Foods & Refreshments,South India,Hindustan Unilever
2024-10-07,513407.78,Foods & Refreshments,West India,Hindustan Unilever
2023-12-06,275171.43,Foods & Refreshments,South India,Hindustan Unilever
2023-12-30,274135.89,Home Care,South India,Hindustan Unilever
2024-09-29,238204.20,Home Care,North India,Hindustan Unilever
2023-10-01,226320.37,Beauty & Personal Care,East India,Hindustan Unilever
2024-11-12,246616.84,Home Care,West India,Hindustan Unilever
2024-12-22,464065.69,Foods & Refreshments,South India,Hindustan Unilever
2023-06-23,196517.35,Home Care,West India,Hindustan Unilever
2023-05-06,117139.31,Beauty & Personal Care,South India,Hindustan Unilever
2023-12-20,372145.97,Home Care,East India,Hindustan Unilever
2023-09-10,198231.65,Beauty & Personal Care,East India,Hindustan Unilever
2024-10-27,423968.65,Home Care,South India,Hindustan Unilever
2024-05-22,343516.96,Home Care,South India,Hindustan Unilever
2023-07-14,264344.11,Foods & Refreshments,South India,Hindustan Unilever
